,playID,TotalDistance,AverageBallSpeed,InitialBallAcceleration,playPerGame,gameID,result
28,119,111.44633854879496,55.8112727903184,1116.2254558023071,0.0,0.0,0.0
29,130,279.9198972330318,113.76367903644666,2275.273580741349,0.0,0.0,0.0
30,149,279.6313609900555,75.27037410236453,1505.4074820486596,20.0,38.0,1.0
31,151,443.00812326990774,225.79074772049864,4515.814954393544,0.0,0.0,0.0
32,152,133.06118942400357,105.1993232860887,3187.858281406116,0.0,0.0,0.0
33,153,319.78967130239806,118.02502334405806,2360.5004668725737,0.0,0.0,0.0
34,161,266.59556490731813,222.00425946306916,4440.0851892553255,34.0,61.0,1.0
35,163,267.7489183680303,117.89645728085335,2357.929145616531,13.0,52.0,1.0
36,167,394.6150845442153,178.42995537459876,3568.5991074789927,0.0,0.0,0.0
37,170,118.23227504110864,86.97754896320703,1739.5509792657226,0.0,0.0,0.0
38,185,111.46916436145665,61.207358440583356,1224.1471687849466,0.0,0.0,0.0
39,186,347.40905281798547,149.22820395373606,2984.564079091008,0.0,0.0,0.0
40,189,325.69085943606376,210.2440902482542,4204.881805026273,279.0,52.0,1.0
41,195,154.32252043396042,133.54425042349612,2670.885008460206,0.0,0.0,0.0
42,196,151.22762729055114,176.83069440336652,3536.6138879901337,0.0,0.0,0.0
43,202,379.2901190274318,140.51571367188055,2810.3142734401667,0.0,0.0,0.0
44,212,135.46914081557628,109.43753931171175,2188.750786186459,0.0,0.0,0.0
45,213,354.9137513902996,282.0123381010969,5640.246762104014,0.0,0.0,0.0
46,227,104.90170365428618,271.73778518470846,5434.755703674397,0.0,0.0,0.0
47,251,100.20041557764543,150.9932541837155,3019.8650836633237,0.0,0.0,0.0
48,255,132.37569173872637,208.9612979865695,4179.225959716186,0.0,0.0,0.0
49,256,307.08117307456337,153.73481925673715,3074.6963851235573,0.0,0.0,0.0
50,260,264.3146941351728,120.37561128094788,2407.5122256539917,0.0,0.0,0.0
51,264,314.15740964220174,291.41476902579797,5828.295380600772,0.0,0.0,0.0
52,269,369.22643944938693,77.42157748291909,1548.4315496562695,0.0,0.0,0.0
53,272,286.1196800120164,198.8635825668139,3977.271651335374,0.0,0.0,0.0
54,302,127.37421245259485,146.9604234295468,2939.208468633707,0.0,0.0,0.0
55,319,95.86576889409652,121.34980988156083,2426.9961976279055,24.0,35.0,1.0
56,324,236.81678880812527,180.5468928017016,3610.937856086578,180.0,94.0,1.0
57,334,339.5796045102865,204.91124416314352,4098.224883247961,0.0,0.0,0.0
58,362,295.6793501846593,251.83622242340252,5036.724448495535,0.0,0.0,0.0
59,366,129.55481042895684,59.214490970990916,1184.289819426281,0.0,0.0,0.0
60,369,604.164044394785,174.39739323088494,3487.9478646050097,0.0,0.0,0.0
61,373,269.0062533610933,96.06318478012152,1921.2636956303884,0.0,0.0,0.0
62,377,270.3533545703761,77.66937377939459,1553.3874755822405,0.0,0.0,0.0
63,381,378.5568110429277,185.6603765759369,3713.20753150523,0.0,0.0,0.0
64,401,137.83385221228863,49.15085445701654,983.0170891367546,210.0,53.0,1.0
65,405,90.61171514446829,137.66059647929177,2753.2119295758193,0.0,0.0,0.0
66,408,306.4611096635154,119.80481533402596,2396.0963066935947,0.0,0.0,0.0
67,413,226.21056329502713,113.30746409148436,2266.1492818420534,115.0,81.0,1.0
68,414,325.7361615884992,68.41845941066993,1368.3691882208657,0.0,0.0,0.0
69,423,305.1763845825399,106.10804818841633,2122.1609637684473,6.0,4.0,1.0
70,427,502.9281882735379,187.75935725980287,3755.1871451823963,0.0,0.0,0.0
71,430,138.99181025617312,136.01623986967985,2720.3247973837006,206.0,18.0,1.0
72,436,137.77591683828317,180.82306518696078,5479.486823863606,0.0,0.0,0.0
73,437,154.48907868202403,123.12865955378953,2462.573191066832,0.0,0.0,0.0
74,448,142.56209174333634,102.53599122316665,2050.7198244745236,0.0,0.0,0.0
75,449,314.8530254977069,178.8798160984857,3577.5963219566984,0.0,0.0,0.0
76,459,338.950756830676,102.19519766908083,2043.9039533815876,0.0,0.0,0.0
77,480,264.806461276294,121.29633631129452,3675.6465549493046,0.0,0.0,0.0
78,486,52.11742112834504,72.78284983412958,1455.6569966772959,0.0,0.0,0.0
79,491,375.5137557399411,205.91649460216973,4118.329892028412,113.0,91.0,1.0
80,500,257.7138022079588,154.1328521175758,3082.657042368338,0.0,0.0,0.0
81,513,383.7587552087351,95.86315338298851,26.650862769806814,0.0,0.0,0.0
82,517,155.64426665316674,86.560223298898,1731.2044659716619,0.0,0.0,0.0
83,519,156.2332854961771,166.34149813745708,3326.829962737039,0.0,0.0,0.0
84,533,153.77357628382669,163.25292724109164,3265.0585448099546,0.0,0.0,0.0
85,549,310.284007234139,204.29836990981093,4085.967398181354,0.0,0.0,0.0
86,569,700.5707093704464,216.3869489847025,4327.738979697986,0.0,0.0,0.0
87,570,334.14996963508617,121.47302350421563,2429.460470086522,0.0,0.0,0.0
88,572,416.3514766866946,116.4835154831759,2329.6703096550427,0.0,0.0,0.0
89,594,300.3038790568168,181.41858716788457,3628.3717433444913,0.0,0.0,0.0
90,617,81.19265217676653,98.63588768354752,1972.7177536817155,0.0,0.0,0.0
91,621,347.4885684055458,156.5885682781524,3131.7713655516545,0.0,0.0,0.0
92,626,175.87587335838361,76.5680088720395,1531.360177435219,0.0,0.0,0.0
93,634,292.6763583124265,82.57657655300821,1651.5315310691765,0.0,0.0,0.0
94,643,128.14280917136787,62.59127869486655,1251.8255739155475,0.0,0.0,0.0
95,668,106.66788022011347,85.48788395738868,1709.7576791415534,0.0,0.0,0.0
96,672,180.10771723749681,147.27082679538702,4462.752327146223,42.0,40.0,1.0
97,675,267.11307761699965,109.65127941942586,2193.025588380539,0.0,0.0,0.0
98,677,192.05572635571292,108.03490954000853,2160.6981908002936,4.0,13.0,1.0
99,678,293.69990688618606,160.8904761730588,3217.80952344947,0.0,0.0,0.0
100,680,138.84169339829083,116.10781450846599,2322.156290203112,0.0,0.0,0.0
101,681,432.290546144037,170.09164274820648,3401.8328549517537,0.0,0.0,0.0
102,692,63.82027191231104,225.75409531862945,4515.081906274035,0.0,0.0,0.0
103,701,96.08894158738079,46.52765174063578,930.553034826257,0.0,0.0,0.0
104,703,360.48438945200854,164.9967615686257,3299.9352313004833,0.0,0.0,0.0
105,712,340.78875989974375,141.26269240045076,2825.253848050128,0.0,0.0,0.0
106,716,272.57578493252447,216.28443095377605,4325.688619074537,18.0,15.0,1.0
107,723,105.82972244672938,37.14544099511526,742.9088198860891,0.0,0.0,0.0
108,727,143.7541632235993,111.20359048026454,2224.071809604785,0.0,0.0,0.0
109,732,256.02050774672784,49.67734529534005,993.5469059031864,0.0,0.0,0.0
110,734,370.37690336570796,109.92953703394812,2198.5907406790875,0.0,0.0,0.0
111,743,138.99747987589245,203.11875576125675,4062.3751152473033,0.0,0.0,0.0
112,745,140.26572343676338,126.10235783274433,2522.0471566457113,137.0,18.0,1.0
113,753,147.77867161354067,226.35519467761895,4527.103893577083,0.0,0.0,0.0
114,754,509.01845469549806,108.19447904623836,2163.889580916895,0.0,0.0,0.0
115,757,218.47187875141523,53.36606211801882,1067.3212423564935,0.0,0.0,0.0
116,758,58.44581247865394,74.64989429250667,1492.9978858582806,0.0,0.0,0.0
117,772,141.50024055903708,155.44821739297387,3108.964347904719,0.0,0.0,0.0
118,773,127.20147195495754,90.65686584779782,1813.1373169163794,0.0,0.0,0.0
119,777,262.7369393013143,108.97366899025842,2179.473379817062,0.0,0.0,0.0
120,784,372.7161754903028,111.35513804164492,2227.102760834924,0.0,0.0,0.0
121,787,138.19559814721342,177.54307982813737,3550.8615965498293,0.0,0.0,0.0
122,788,112.31577980252573,129.95404873714216,2599.080974733388,0.0,0.0,0.0
123,792,184.57753756098583,228.66278485015738,4573.255697002108,0.0,0.0,0.0
124,799,167.73816103960593,176.28858002296894,3525.7716005106854,0.0,0.0,0.0
125,806,277.020237610288,93.7084209711143,1874.1684194239904,29.0,74.0,1.0
126,811,415.33920526438675,183.8462011284861,3676.9240224894625,0.0,0.0,0.0
127,814,283.8769097587212,73.10543356123615,1462.108671219404,0.0,0.0,0.0
128,832,328.5608262099838,120.76679867781941,2415.3359735036665,0.0,0.0,0.0
129,835,416.05559996525216,88.55944814864701,1771.1889629826055,0.0,0.0,0.0
130,840,369.2881027418628,81.90108491456017,1638.0216982852444,0.0,0.0,0.0
131,842,256.0077866543683,114.29731661158193,2285.9463322649035,0.0,0.0,0.0
132,850,315.43578494202364,200.76710528704783,4015.342105726349,0.0,0.0,0.0
133,854,147.69580807445374,125.86013010259298,2517.202602054149,0.0,0.0,0.0
134,857,376.9844890111876,94.57856018135915,1891.571203654709,0.0,0.0,0.0
135,863,259.9327860284435,71.41444428211489,1428.2888856371017,0.0,0.0,0.0
136,866,135.94777692993523,128.37964549437294,2567.592909924822,0.0,0.0,0.0
137,868,367.318915299825,145.90568404629767,2918.113680941877,0.0,0.0,0.0
138,875,265.3528892950576,68.66878542155213,2080.8722855364485,0.0,0.0,0.0
139,878,164.43866005815525,13.26776835861703,265.35536717137524,0.0,0.0,0.0
140,882,286.19424963482095,14.971111797016587,299.42223593924246,0.0,0.0,0.0
141,899,134.4107921851271,50.41542072462492,1008.3084144980007,76.0,57.0,1.0
142,900,342.84327432659416,86.21004928224212,1724.2009856444504,16.0,4.0,1.0
143,908,140.07150157359843,192.67868448080418,3853.5736896721605,0.0,0.0,0.0
144,926,134.24500376528542,77.57780594442255,1551.556118889862,0.0,0.0,0.0
145,930,354.10327686056723,185.85058905048723,3717.011780996222,0.0,0.0,0.0
146,938,151.75092306939626,173.87203398007324,3477.440679588814,0.0,0.0,0.0
147,942,119.51477145210877,188.48351770335432,3769.6703539848027,0.0,0.0,0.0
148,951,155.29520850990482,134.37116417531192,2687.4232834964614,0.0,0.0,0.0
149,960,357.68649527493756,165.20270616964086,3304.0541234408975,0.0,0.0,0.0
150,964,301.06229831966976,54.08733296889158,1081.7466593775857,7.0,41.0,1.0
151,969,274.7136247341408,210.12876645132326,4202.575329087621,0.0,0.0,0.0
152,974,235.4288368248617,76.09562201648922,1521.9124403380893,0.0,0.0,0.0
153,985,262.2569545926133,133.28569042962283,2665.71380853427,292.0,50.0,1.0
154,991,262.4272038480658,186.86042525728243,3737.208505200032,0.0,0.0,0.0
155,996,268.6109512040033,134.18320381261654,2683.6640762425677,0.0,0.0,0.0
156,1009,285.7648638946351,113.54945816624364,2270.9891633372654,0.0,0.0,0.0
157,1010,144.08881653831486,160.57566838748275,3211.5133677963886,0.0,0.0,0.0
158,1028,290.5887890865955,174.62798347665506,3492.5596695203953,176.0,95.0,1.0
159,1032,106.5845311405773,174.31116638200888,3486.223327639385,0.0,0.0,0.0
160,1037,327.39900100285536,234.32010657307345,4686.40213144442,0.0,0.0,0.0
161,1043,136.88258058263355,137.52637786502046,2750.527557290403,0.0,0.0,0.0
162,1045,294.2422847214562,228.87559231921304,4577.511846367608,0.0,0.0,0.0
163,1049,366.89276843568024,135.00261728321783,2700.052345654534,0.0,0.0,0.0
164,1058,248.5814225323057,87.58710044769252,1751.7420089474776,0.0,0.0,0.0
165,1059,148.9254548968104,160.00961283331733,3200.1922566547046,0.0,0.0,0.0
166,1060,110.5980017621098,209.9638868070084,4199.277736048507,0.0,0.0,0.0
167,1061,267.45611205901713,129.84476906371086,2596.8953812883883,0.0,0.0,0.0
168,1082,357.44695486190733,135.7789783869433,2715.5795677382484,0.0,0.0,0.0
169,1086,412.79349108067953,52.38569289745467,1047.7138579452817,0.0,0.0,0.0
170,1087,41.09665539552553,102.51568679703342,2050.313735940202,0.0,0.0,0.0
171,1091,322.5763169094821,103.1270898912047,2062.5417978165906,180.0,30.0,1.0
172,1094,660.0899707033354,240.39838984384411,4807.967796903119,0.0,0.0,0.0
173,1101,413.21611302631686,131.99872089862805,2639.974417962957,0.0,0.0,0.0
174,1102,399.72972607457825,42.868155015099966,1299.0350004435404,0.0,0.0,0.0
175,1103,249.82214858955794,167.25640397246207,5068.375877968482,117.0,40.0,1.0
176,1108,359.0085581256659,140.25455898660186,2805.0911797345884,0.0,0.0,0.0
177,1112,320.2891356973964,78.13821225870979,2367.8246139399735,126.0,66.0,1.0
178,1131,329.2874403260303,84.89535370784293,1697.9070741815665,0.0,0.0,0.0
179,1139,255.77527467315244,294.79478689648244,5895.895737921605,27.0,35.0,1.0
180,1140,270.5807183148944,206.08237200921488,4121.647440169303,0.0,0.0,0.0
181,1158,128.08530801749563,71.3540603151465,1427.0812062977382,0.0,0.0,0.0
182,1163,452.56771307645914,183.66169787394492,3673.2339573987197,0.0,0.0,0.0
183,1164,117.54510436589595,175.75042776346706,3515.008555256554,0.0,0.0,0.0
184,1169,486.43788455883566,184.08337999767122,5578.284242370277,0.0,0.0,0.0
185,1172,334.9837179886971,149.1556624534057,2983.113249111524,0.0,0.0,0.0
186,1176,421.97138881207735,113.23347760139804,2264.669552019722,0.0,0.0,0.0
187,1187,116.8824715542764,84.25444835461332,1685.0889671167877,0.0,0.0,0.0
188,1189,147.86557726349702,165.6380975133331,3312.761950314869,0.0,0.0,0.0
189,1209,327.63688518988545,105.35182564531958,2107.036512903517,26.0,6.0,1.0
190,1210,136.60187248540814,115.73533530454145,2314.7067061245125,0.0,0.0,0.0
191,1213,295.56221173807296,95.07327103159264,1901.4654206595228,0.0,0.0,0.0
192,1224,236.42990487463592,264.9679576011932,5299.359152028684,0.0,0.0,0.0
193,1232,246.7866650382474,121.10868187732572,2422.1736375377027,117.0,13.0,1.0
194,1235,233.68473476300525,217.50044342169744,4350.008868418124,0.0,0.0,0.0
195,1237,477.9051180236524,166.70342723867137,3334.068544821944,0.0,0.0,0.0
196,1250,407.40463561048335,106.21279185579228,2124.2558371081177,112.0,77.0,1.0
197,1251,157.14098829592444,131.62931505302402,2632.5863010628746,0.0,0.0,0.0
198,1255,113.71425777060102,85.30008525947301,1706.0017052142857,0.0,0.0,0.0
199,1261,294.322843478446,179.6500902473894,3593.0018050000726,0.0,0.0,0.0
200,1262,107.40838723117811,102.96960548164202,2059.3921096347135,0.0,0.0,0.0
201,1266,95.33620138659668,116.37867321933281,2327.5734643781884,0.0,0.0,0.0
202,1287,594.1886124860554,211.83371164799786,4236.674232944544,0.0,0.0,0.0
203,1288,149.50110915461667,75.9087409485273,1518.1748189374073,0.0,0.0,0.0
204,1299,433.7038146085064,152.66468528172368,3053.293705623366,0.0,0.0,0.0
205,1320,402.88048176323537,158.70428993306422,3174.085798649737,0.0,0.0,0.0
206,1322,442.19987221205776,152.94788381313586,3058.95767627941,0.0,0.0,0.0
207,1324,285.87634693689046,202.6359422769831,4052.718845524918,0.0,0.0,0.0
208,1326,289.32474088764855,201.96787480856537,4039.35749619335,0.0,0.0,0.0
209,1333,143.05502012000778,131.241400726462,2624.828014519691,0.0,0.0,0.0
210,1336,383.3575938693001,130.4568937916182,2609.137875822872,0.0,0.0,0.0
211,1344,152.48550812429198,168.7557449026351,3375.114898040423,0.0,0.0,0.0
212,1368,141.71412855049397,90.88872028768472,2754.2036450516,91.0,93.0,1.0
213,1378,101.43797146108275,127.1492223534567,2542.9844470598823,0.0,0.0,0.0
214,1380,140.75645776950023,102.89674859772657,2057.934971984478,0.0,0.0,0.0
215,1386,418.1391453041132,87.28554440871027,1745.7108881738084,0.0,0.0,0.0
216,1391,109.76536897243456,34.241107830456116,684.8221566190878,0.0,0.0,0.0
217,1399,59.06155814488441,208.75004266143165,4175.000853213444,0.0,0.0,0.0
218,1400,263.1059336970667,53.24716828345444,1064.9433656845858,0.0,0.0,0.0
219,1401,428.01267792845374,133.82971778240088,2676.594355647409,0.0,0.0,0.0
220,1410,135.70471373510878,63.89654129210667,1277.9308258374842,0.0,0.0,0.0
221,1430,260.7118712609116,76.1344703716434,1522.689407399631,0.0,0.0,0.0
222,1431,141.21617680341447,117.13110668692428,3549.427475322995,0.0,0.0,0.0
223,1433,137.7144035181364,73.52130339167297,1470.4260678013632,0.0,0.0,0.0
224,1435,370.3408606879373,201.22494493101445,4024.498898605648,0.0,0.0,0.0
225,1437,284.20701327964787,70.26909387262111,1405.3818774217457,0.0,0.0,0.0
226,1447,260.7033758632976,136.37279937355456,2727.4559874611687,0.0,0.0,0.0
227,1464,113.01258868522342,214.8195397709953,4296.390795404276,0.0,0.0,0.0
228,1476,243.66722510856928,142.34402518265196,2846.8805035908977,0.0,0.0,0.0
229,1481,504.30149666615426,149.92610983298462,2998.5221967033267,0.0,0.0,0.0
230,1483,143.6266523851449,110.2266893464808,2204.533786881496,0.0,0.0,0.0
231,1488,267.83073715108554,110.81935737638707,2216.387147524718,0.0,0.0,0.0
232,1492,355.08764531801825,95.15212271007236,1903.042454194524,0.0,0.0,0.0
233,1498,288.1013926648168,231.48426030416294,4629.68520608747,23.0,23.0,1.0
234,1504,437.0806599279052,85.95076136510173,1719.0152272957807,0.0,0.0,0.0
235,1508,105.2763591909628,87.63066727225572,1752.6133454706182,0.0,0.0,0.0
236,1509,388.4324165350643,81.47252041421636,1629.4504082783994,0.0,0.0,0.0
237,1511,247.70583391174608,132.94269434584274,4028.5664952850443,0.0,0.0,0.0
238,1528,153.05975984123407,215.60015430418576,4312.003086068028,0.0,0.0,0.0
239,1530,125.64179133996294,139.43956272806898,2788.791254601962,0.0,0.0,0.0
240,1534,289.28725476102625,54.46697092775594,1650.514270520227,0.0,0.0,0.0
241,1539,145.91022079228628,116.20868171109471,3521.4752033284617,0.0,0.0,0.0
242,1542,340.5666640078502,129.6040769863699,2592.0815397651177,0.0,0.0,0.0
243,1551,144.16831871701265,55.85453918694232,1117.0907837398624,0.0,0.0,0.0
244,1554,420.0369530004098,74.65746802134008,1493.1493604485297,0.0,0.0,0.0
245,1563,171.18730993068942,60.77393147713271,1215.4786295382323,0.0,0.0,0.0
246,1565,129.7300219646151,187.0418742228168,5667.935582604577,356.0,40.0,1.0
247,1577,402.2690482213368,125.08010883860516,2501.6021767686902,27.0,56.0,1.0
248,1600,312.0905496792555,54.871683646914605,1097.43367293929,0.0,0.0,0.0
249,1601,299.5951719362371,116.98286922673327,2339.6573845341336,7.0,51.0,1.0
250,1606,332.082526978535,54.88935733874185,1097.7871467708433,0.0,0.0,0.0
251,1609,313.4399899390549,22.638181343349583,686.0054952456063,0.0,0.0,0.0
252,1614,285.9734752216227,211.6469096361028,4232.9381927259055,0.0,0.0,0.0
253,1618,297.2926533022277,279.31259169029136,5586.251833810908,0.0,0.0,0.0
254,1622,63.94646991013067,95.48672579700155,1909.7345159330835,0.0,0.0,0.0
255,1643,319.6647626255934,102.86661340487282,3117.170103144287,152.0,68.0,1.0
256,1656,301.7385600499751,228.37560735541476,4567.512147112449,0.0,0.0,0.0
257,1658,136.2115845417107,105.40343796034234,2108.0687592375234,0.0,0.0,0.0
258,1659,128.1408555412895,158.3310794107131,3166.6215882603424,0.0,0.0,0.0
259,1663,317.8802734394831,239.35404501173986,4787.08090026092,0.0,0.0,0.0
260,1669,284.6068857648732,56.321406355503235,1126.4281271059667,0.0,0.0,0.0
261,1674,147.4544815899718,27.32371611117581,546.4743222314685,0.0,0.0,0.0
262,1677,300.3001524914616,190.1195094559008,3802.3901891171517,15.0,19.0,1.0
263,1697,281.41597413308654,98.06376592778497,2971.629270506834,0.0,0.0,0.0
264,1702,312.93086342788297,158.4755774967554,3169.511549923577,159.0,39.0,1.0
265,1703,404.0762954455761,99.52092511927404,3015.7856096839473,0.0,0.0,0.0
266,1707,189.10411393493217,74.36001983988525,1487.2003968193467,153.0,7.0,1.0
267,1717,13.78215766878773,65.7819098678746,1993.3912080958762,0.0,0.0,0.0
268,1723,145.9323934289558,40.091764638387936,801.8352927794269,0.0,0.0,0.0
269,1726,98.21084420209648,142.89819819357405,2857.963963861084,235.0,30.0,1.0
270,1734,280.4094513391604,68.40896980549623,2072.999084992641,0.0,0.0,0.0
271,1737,69.99633060693158,146.60290494922407,2932.0580989738146,0.0,0.0,0.0
272,1749,97.04555714555245,184.96130912609163,3699.226182542019,64.0,46.0,1.0
273,1752,141.93908333667022,55.42283277468786,1108.456655492245,0.0,0.0,0.0
274,1768,255.8688342312801,182.68179458466085,3653.635891679925,0.0,0.0,0.0
275,1772,392.10502784160803,207.36065057876323,4147.213011560177,0.0,0.0,0.0
276,1778,372.7868667832772,73.54482709844872,2228.6311241943718,0.0,0.0,0.0
277,1798,234.46771070997949,72.75170580348951,1455.0341160644969,0.0,0.0,0.0
278,1816,353.4147286893852,260.62278974915023,5212.455794964042,0.0,0.0,0.0
279,1825,162.84302511967113,101.01822298725389,2020.3644597377279,0.0,0.0,0.0
280,1828,303.1590454024279,270.525578170235,5410.511563385016,0.0,0.0,0.0
281,1832,135.95638756271916,32.09554132069602,641.9108264115852,0.0,0.0,0.0
282,1837,331.1934554852157,146.93880149545242,2938.776029898357,108.0,57.0,1.0
283,1846,527.3579996284935,79.86721164801318,1597.3442329544525,0.0,0.0,0.0
284,1851,239.783810033035,83.65934473485359,1673.186894690985,190.0,85.0,1.0
285,1857,311.05088429226834,265.9299126216197,5318.59825250979,0.0,0.0,0.0
286,1865,143.46375707513405,149.61460262723105,2992.292052533735,0.0,0.0,0.0
287,1868,283.3431608640022,124.82243078308906,2496.4486156981093,0.0,0.0,0.0
288,1872,139.78414200643755,51.98341922669129,1039.6683845300436,0.0,0.0,0.0
289,1874,222.74399429173798,141.46118212269783,4286.702488520289,0.0,0.0,0.0
290,1894,250.55545836583454,168.28566197595458,3365.7132395068475,0.0,0.0,0.0
291,1899,359.6802942383271,259.31809128055073,5186.3618255921465,0.0,0.0,0.0
292,1912,44.18682987784528,14.019894569223595,280.397891386002,0.0,0.0,0.0
293,1917,326.03008508335046,163.53045156162867,3270.609031280167,0.0,0.0,0.0
294,1919,447.4735019942205,184.34539564189117,3686.907912857943,0.0,0.0,0.0
295,1923,435.85226812551986,155.8834614398623,3117.669228842614,0.0,0.0,0.0
296,1924,169.44260042398787,38.590484931173954,771.8096986206713,0.0,0.0,0.0
297,1930,124.97204995995067,137.53975468796853,2750.7950937993996,0.0,0.0,0.0
298,1937,231.1549084144438,169.91397395724206,3398.2794791324786,0.0,0.0,0.0
299,1946,344.25474427046663,122.46808357042048,2449.361671354945,210.0,20.0,1.0
300,1949,255.71085958149095,151.39687881853752,4587.784206699225,0.0,0.0,0.0
301,1953,400.0885418495639,65.78128204594084,1315.6256409187047,0.0,0.0,0.0
302,1955,335.17652564650314,275.2185656704541,5504.371313389057,165.0,45.0,1.0
303,1991,250.29111427907011,192.89643548518887,3857.928709619567,0.0,0.0,0.0
304,1993,128.28164611728275,132.9447476656331,4028.6287171523877,0.0,0.0,0.0
305,1998,148.7467012428879,353.07399837081937,7061.479967390698,0.0,0.0,0.0
306,2000,252.97746627060548,94.80321089366093,2872.8245725041425,0.0,0.0,0.0
307,2002,65.67644918147484,167.9657571181177,3359.315142365409,0.0,0.0,0.0
308,2009,143.03691839331407,79.19923276937509,1583.9846553961454,0.0,0.0,0.0
309,2017,153.93951474210732,153.96662807926896,3079.3325616301895,0.0,0.0,0.0
310,2033,442.9589385233843,250.30431813715512,5006.08636272489,0.0,0.0,0.0
311,2037,457.068454076606,172.48747083966234,3449.749416812072,0.0,0.0,0.0
312,2044,116.40554714291156,56.76959872546066,1720.2908704973313,0.0,0.0,0.0
313,2050,265.2454989997405,93.1541376803387,1863.0827536338857,181.0,56.0,1.0
314,2051,114.05170041369755,169.14983636648844,3382.9967273174616,0.0,0.0,0.0
315,2052,260.9097186569954,163.52505452735443,3270.5010905351905,112.0,50.0,1.0
316,2053,136.22657087966732,89.91682421832954,1798.3364843600484,0.0,0.0,0.0
317,2059,238.98547642594983,74.07642141496073,30.74986360106164,0.0,0.0,0.0
318,2062,144.43108808339832,146.0011097140646,2920.022194323784,0.0,0.0,0.0
319,2070,398.3050833049763,204.60120481220994,6200.0365093939245,0.0,0.0,0.0
320,2071,260.4265106330472,129.78066718635657,2595.6133437176886,0.0,0.0,0.0
321,2072,122.71649573510537,189.08936765511618,3781.7873530197753,0.0,0.0,0.0
322,2075,404.8498756348268,118.1762967559061,2363.525935066531,0.0,0.0,0.0
323,2079,292.71321590546967,81.12259672112022,1622.4519343869897,0.0,0.0,0.0
324,2080,284.2392239947116,54.03250077286305,1637.348508273451,0.0,0.0,0.0
325,2085,398.07676859662786,90.59460468745803,2745.291051181094,0.0,0.0,0.0
326,2087,111.07660942828451,61.45949423574616,1229.1898847104515,39.0,63.0,1.0
327,2089,332.9206267948632,59.4685094071798,1189.3701881500865,0.0,0.0,0.0
328,2090,223.67918633501102,60.07818506471161,1201.563701289861,0.0,0.0,0.0
329,2097,306.78975432655426,144.2614451620261,2885.2289031775435,274.0,88.0,1.0
330,2098,56.28179491867609,105.57828405604107,2111.5656811131394,0.0,0.0,0.0
331,2124,281.1134012201718,123.04671064714178,2460.934212933883,0.0,0.0,0.0
332,2127,159.71783065466738,56.49568841469244,1129.9137682948765,0.0,0.0,0.0
333,2130,278.6226089718788,88.64126205809409,2686.0988502162554,0.0,0.0,0.0
334,2131,76.65462266605331,73.02318536502567,1460.4637073018416,0.0,0.0,0.0
335,2142,112.23036667833168,244.40325625853043,4888.065125152826,0.0,0.0,0.0
336,2148,113.61011941535955,155.2036995821485,3104.073991645793,23.0,53.0,1.0
337,2149,128.54747428575607,312.17467318772503,6243.493463731787,0.0,0.0,0.0
338,2151,287.5638751300303,115.14173496966222,2302.834699384867,164.0,39.0,1.0
