gameID,playID,playPerGame,eventTimeStamp,eventCode
1,22678,42,1222618,2
1,22678,42,1224418,3
1,22678,42,1225918,16
1,22678,42,1226018,2
1,22678,42,1226068,5
1,19420,44,1270368,1
1,19420,44,1270818,4
1,19420,44,1274168,10
1,19420,44,1274968,16
1,19420,44,1275468,16
1,19420,44,1275818,2
1,19420,44,1276518,3
1,19420,44,1278468,16
1,19420,44,1278718,2
1,19420,44,1278768,5
1,26297,46,1344318,1
1,26297,46,1344818,4
1,26297,46,1346368,16
1,26297,46,1347118,16
1,26297,46,1347618,2
1,26297,46,1348218,5
1,24687,51,1563368,1
1,24687,51,1563818,4
1,24687,51,1563818,5
1,5248,54,1653718,1
1,5248,54,1654168,4
1,5248,54,1656368,16
1,5248,54,1657268,16
1,5248,54,1657718,16
1,5248,54,1659118,10
1,5248,54,1659768,16
1,5248,54,1659918,16
1,5248,54,1660218,2
1,5248,54,1661368,3
1,5248,54,1663118,2
1,5248,54,1663918,3
1,5248,54,1665468,2
1,17809,56,1721068,1
1,17809,56,1721518,4
1,17809,56,1725518,2
1,17809,56,1727418,3
1,17809,56,1729268,16
1,17809,56,1729718,2
1,17809,56,1729868,5
1,22674,58,1788868,1
1,22674,58,1789318,4
1,22674,58,1789518,5
1,15791,63,1914768,1
1,15791,63,1915218,4
1,15791,63,1917568,16
1,15791,63,1918418,16
1,15791,63,1919018,2
1,15791,63,1920518,3
1,15791,63,1922118,2
1,15791,63,1922118,5
1,6079,64,1954268,1
1,6079,64,1954668,4
1,6079,64,1954868,5
1,21113,69,2155418,1
1,21113,69,2155868,4
1,21113,69,2155968,5
1,7565,70,2178268,1
1,7565,70,2178768,4
1,7565,70,2178918,5
1,13894,71,2210468,1
1,13894,71,2210868,4
1,13894,71,2213218,16
1,13894,71,2214218,16
1,13894,71,2214718,16
1,13894,71,2215118,16
1,13894,71,2215418,2
1,13894,71,2216418,3
1,13894,71,2217568,2
1,13894,71,2217668,5
1,8259,75,2316818,1
1,8259,75,2317318,4
1,8259,75,2321568,2
1,8259,75,2322818,3
1,8259,75,2324718,16
1,8259,75,2324768,2
1,8259,75,2324868,5
1,19820,77,2383168,1
1,19820,77,2383618,4
1,19820,77,2383768,5
1,8466,78,2409868,1
1,8466,78,2410318,4
1,8466,78,2416118,2
1,8466,78,2417368,3
1,8466,78,2418568,16
1,8466,78,2419368,16
1,8466,78,2419918,2
1,8466,78,2419968,5
1,10676,82,2513118,1
1,10676,82,2513618,4
1,10676,82,2514718,16
1,10676,82,2514968,2
1,10676,82,2516768,3
1,10676,82,2518018,2
1,10676,82,2519068,5
1,15639,87,2665318,1
1,15639,87,2665718,4
1,15639,87,2669868,2
1,15639,87,2669918,5
1,16040,93,2888318,1
1,16040,93,2888718,4
1,16040,93,2888918,5
1,1673,94,2907668,1
1,1673,94,2908168,4
1,1673,94,2908318,5
1,12315,96,2967868,1
1,12315,96,2968268,4
1,12315,96,2968368,16
1,12315,96,2968918,16
1,12315,96,2969718,16
1,12315,96,2970168,16
1,12315,96,2970318,2
1,12315,96,2971518,3
1,12315,96,2972468,2
1,12315,96,2972468,5
1,21237,100,3049718,1
1,21237,100,3050118,4
1,21237,100,3055018,2
1,21237,100,3055068,5
1,4134,103,3219368,1
1,4134,103,3219818,4
1,4134,103,3220018,5
1,6106,107,3287918,1
1,6106,107,3288368,4
1,6106,107,3292618,2
1,6106,107,3292718,5
1,8127,111,3362318,1
1,8127,111,3362718,4
1,8127,111,3364818,16
1,8127,111,3365618,16
1,8127,111,3366168,16
1,8127,111,3366368,2
1,8127,111,3367468,3
1,8127,111,3368818,2
1,8127,111,3368868,5
1,21574,113,3415418,1
1,21574,113,3415868,4
1,21574,113,3419718,10
1,21574,113,3420118,16
1,21574,113,3420768,2
1,21574,113,3421518,3
1,21574,113,3422818,16
1,21574,113,3423118,2
1,21574,113,3423268,5
1,13360,114,3475268,1
1,13360,114,3475668,4
1,13360,114,3475718,5
1,8136,116,3538418,1
1,8136,116,3538818,4
1,8136,116,3543718,2
1,8136,116,3543718,5
1,14001,117,3679568,1
1,14001,117,3679968,4
1,14001,117,3680068,5
1,6379,121,3761218,1
1,6379,121,3761618,4
1,6379,121,3761718,16
1,6379,121,3762518,16
1,6379,121,3763018,2
1,6379,121,3765718,5
1,24237,122,3800418,1
1,24237,122,3800868,4
1,24237,122,3800968,5
1,5446,124,3838568,1
1,5446,124,3839018,4
1,5446,124,3839168,16
1,5446,124,3839718,16
1,5446,124,3840068,16
1,5446,124,3840368,2
1,5446,124,3841868,3
1,5446,124,3842518,2
1,5446,124,3842918,5
1,15421,126,3893118,1
1,15421,126,3893568,4
1,15421,126,3897118,10
1,15421,126,3897868,16
1,15421,126,3898568,16
1,15421,126,3898968,16
1,15421,126,3899368,2
1,15421,126,3900418,3
1,15421,126,3902468,16
1,15421,126,3903168,2
1,15421,126,3903168,5
1,13785,127,3946468,1
1,13785,127,3946868,4
1,13785,127,3946968,5
1,8131,130,4044168,1
1,8131,130,4044568,4
1,8131,130,4044668,5
1,3636,131,4078818,1
1,3636,131,4079268,4
1,3636,131,4085118,2
1,3636,131,4085118,5
1,56,132,4227968,1
1,56,132,4228418,4
1,56,132,4228518,16
1,56,132,4229368,16
1,56,132,4229468,2
1,56,132,4231018,3
1,56,132,4231968,16
1,56,132,4232168,9
1,56,132,4232368,16
1,56,132,4233718,10
1,56,132,4235218,2
1,56,132,4235818,3
1,56,132,4236968,16
1,56,132,4238968,2
1,56,132,4241068,5
1,18313,133,4279168,1
1,18313,133,4279618,4
1,18313,133,4283918,2
1,18313,133,4284918,5
1,10941,136,4358918,1
1,10941,136,4359418,4
1,10941,136,4364718,2
1,10941,136,4365818,3
1,10941,136,4368468,16
1,10941,136,4368868,2
1,10941,136,4368868,5
1,23840,138,4427618,1
1,23840,138,4428068,4
1,23840,138,4428168,5
1,15864,141,4503318,1
1,15864,141,4503718,4
1,15864,141,4503818,16
1,15864,141,4504318,16
1,15864,141,4504918,16
1,15864,141,4505318,16
1,15864,141,4505668,2
1,15864,141,4506768,3
1,15864,141,4507618,2
1,15864,141,4507668,5
1,3469,143,4648218,1
1,3469,143,4648618,4
1,3469,143,4648868,5
1,23844,145,4692418,1
1,23844,145,4692818,4
1,23844,145,4692918,5
1,19655,146,4717418,1
1,19655,146,4717868,4
1,19655,146,4717918,16
1,19655,146,4718968,2
1,19655,146,4720718,3
1,19655,146,4721368,2
1,19655,146,4721418,5
1,24005,147,4750268,1
1,24005,147,4750718,4
1,24005,147,4751318,16
1,24005,147,4751768,16
1,24005,147,4752118,16
1,24005,147,4752518,2
1,24005,147,4753968,3
1,24005,147,4754718,2
1,24005,147,4754818,5
1,17728,148,4789918,1
1,17728,148,4790318,4
1,17728,148,4790518,5
1,14728,157,5077868,1
1,14728,157,5078318,4
1,14728,157,5078368,5
1,10265,158,5095468,1
1,10265,158,5095868,4
1,10265,158,5095968,5
1,4378,159,5114368,1
1,4378,159,5114818,4
1,4378,159,5120218,2
1,4378,159,5120218,5
1,2869,162,5178368,1
1,2869,162,5178768,4
1,2869,162,5178818,16
1,2869,162,5180368,16
1,2869,162,5181018,16
1,2869,162,5181518,2
1,2869,162,5182318,3
1,2869,162,5183268,2
1,2869,162,5183318,5
1,3045,164,5236218,1
1,3045,164,5236618,4
1,3045,164,5236668,5
1,16919,166,5281468,1
1,16919,166,5281868,4
1,16919,166,5281918,5
1,17915,168,5334468,1
1,17915,168,5334968,4
1,17915,168,5335168,5
1,10915,173,5458218,1
1,10915,173,5458668,4
1,10915,173,5464668,2
1,10915,173,5464718,5
1,22482,177,5671318,1
1,22482,177,5671768,4
1,22482,177,5671818,16
1,22482,177,5672868,16
1,22482,177,5673418,2
1,22482,177,5674968,3
1,22482,177,5675768,2
1,22482,177,5675768,5
1,5697,178,5700568,1
1,5697,178,5700968,4
1,5697,178,5701768,5
1,25116,180,5732768,1
1,25116,180,5733218,4
1,25116,180,5733468,5
1,13508,181,5756568,1
1,13508,181,5757018,4
1,13508,181,5757268,5
1,17518,182,5775318,1
1,17518,182,5775768,4
1,17518,182,5776518,16
1,17518,182,5776768,16
1,17518,182,5778568,2
1,17518,182,5780118,5
1,3071,185,5856868,1
1,3071,185,5857268,4
1,3071,185,5860918,2
1,3071,185,5862718,3
1,3071,185,5864568,16
1,3071,185,5865168,2
1,3071,185,5865218,5
1,8932,186,5890468,1
1,8932,186,5890868,4
1,8932,186,5890918,5
1,11,187,5911968,1
1,11,187,5912418,4
1,11,187,5912568,5
1,1832,188,5932618,1
1,1832,188,5933018,4
1,1832,188,5933418,16
1,1832,188,5933968,16
1,1832,188,5934268,16
1,1832,188,5934318,2
1,1832,188,5935368,3
1,1832,188,5936018,2
1,1832,188,5936068,5
1,14860,198,6307968,1
1,14860,198,6308368,4
1,14860,198,6308418,5
1,15264,199,6342318,1
1,15264,199,6342718,4
1,15264,199,6342968,5
1,22518,202,6429518,1
1,22518,202,6429968,4
1,22518,202,6430218,5
1,14873,203,6452668,1
1,14873,203,6453068,4
1,14873,203,6453518,5
1,675,204,6477318,1
1,675,204,6477718,4
1,675,204,6480018,16
1,675,204,6480868,16
1,675,204,6481268,2
1,675,204,6482368,3
1,675,204,6484468,16
1,675,204,6484768,2
1,675,204,6486268,3
1,675,204,6487018,2
1,675,204,6487068,5
1,10163,219,6925018,1
1,10163,219,6925468,4
1,10163,219,6925918,16
1,10163,219,6926368,16
1,10163,219,6926818,16
1,10163,219,6927268,2
1,10163,219,6928618,3
1,10163,219,6929468,2
1,10163,219,6930418,5
1,12422,221,6968368,1
1,12422,221,6968768,4
1,12422,221,6975068,2
1,12422,221,6975618,5
1,19052,223,7011768,1
1,19052,223,7012218,4
1,19052,223,7012268,5
1,8368,224,7029968,1
1,8368,224,7030368,4
1,8368,224,7030468,5
1,19875,225,7051818,1
1,19875,225,7052268,4
1,19875,225,7052468,5
1,14692,226,7071668,1
1,14692,226,7072068,4
1,14692,226,7077568,2
1,14692,226,7077568,5
1,863,235,7443468,1
1,863,235,7443818,4
1,863,235,7443968,16
1,863,235,7444318,16
1,863,235,7445068,16
1,863,235,7445768,16
1,863,235,7446368,16
1,863,235,7448068,2
1,863,235,7450518,3
1,863,235,7452318,2
1,863,235,7452368,5
1,9901,237,7515668,1
1,9901,237,7516068,4
1,9901,237,7516168,16
1,9901,237,7516918,16
1,9901,237,7517368,16
1,9901,237,7517618,16
1,9901,237,7517868,2
1,9901,237,7519368,3
1,9901,237,7520118,2
1,9901,237,7520168,5
1,19932,239,7577418,1
1,19932,239,7577818,4
1,19932,239,7577868,5
1,11978,241,7625268,1
1,11978,241,7625618,4
1,11978,241,7625968,16
1,11978,241,7626368,16
1,11978,241,7626768,16
1,11978,241,7627118,16
1,11978,241,7627268,9
1,11978,241,7627918,16
1,11978,241,7629418,2
1,11978,241,7629918,5
1,15288,245,7737118,1
1,15288,245,7737468,4
1,15288,245,7742218,2
1,15288,245,7743118,3
1,15288,245,7745018,2
1,15288,245,7745068,5
1,5427,247,7956068,1
1,5427,247,7956518,4
1,5427,247,7956618,5
1,24229,249,8010118,1
1,24229,249,8010568,4
1,24229,249,8011568,5
1,22494,254,8243921,1
1,22494,254,8244321,4
1,22494,254,8244421,5
1,20445,256,8283921,1
1,20445,256,8284321,4
1,20445,256,8284421,5
1,24032,262,8389971,1
1,24032,262,8390371,4
1,24032,262,8392671,16
1,24032,262,8393121,2
1,24032,262,8394921,3
1,24032,262,8396871,16
1,24032,262,8397221,2
1,24032,262,8397271,5
1,20998,264,8436621,1
1,20998,264,8437021,4
1,20998,264,8437071,5
1,20430,265,8458671,1
1,20430,265,8459071,4
1,20430,265,8459171,5
1,2638,266,8493821,1
1,2638,266,8494271,4
1,2638,266,8494421,5
1,1189,268,8533371,1
1,1189,268,8533771,4
1,1189,268,8533821,16
1,1189,268,8535271,16
1,1189,268,8535571,2
1,1189,268,8535921,3
1,1189,268,8537021,16
1,1189,268,8537621,2
1,1189,268,8538271,5
1,1187,276,8888421,1
1,1187,276,8888821,4
1,1187,276,8888871,16
1,1187,276,8890121,16
1,1187,276,8890821,16
1,1187,276,8891321,2
1,1187,276,8892321,3
1,1187,276,8893021,2
1,1187,276,8893171,5
1,7576,278,8945971,1
1,7576,278,8946371,4
1,7576,278,8946471,5
1,14427,279,8966471,1
1,14427,279,8966921,4
1,14427,279,8968621,5
1,3707,284,9082621,1
1,3707,284,9083021,4
1,3707,284,9083071,16
1,3707,284,9085121,2
1,3707,284,9086221,3
1,3707,284,9086971,9
1,3707,284,9092471,5
1,15506,290,9308821,1
1,15506,290,9309221,4
1,15506,290,9314321,2
1,15506,290,9314321,5
2,459,2,15852,1
2,459,2,16252,4
2,459,2,20852,2
2,459,2,21202,5
2,4038,10,185902,1
2,4038,10,186352,4
2,4038,10,186752,5
2,14698,11,216052,1
2,14698,11,216452,4
2,14698,11,216752,16
2,14698,11,217002,16
2,14698,11,217952,16
2,14698,11,218402,2
2,14698,11,219402,3
2,14698,11,220552,2
2,14698,11,220902,5
2,22973,13,393202,1
2,22973,13,393652,4
2,22973,13,393952,5
2,17259,14,414002,1
2,17259,14,414452,4
2,17259,14,414852,16
2,17259,14,415252,16
2,17259,14,415652,16
2,17259,14,416052,16
2,17259,14,416302,16
2,17259,14,418502,2
2,17259,14,419802,3
2,17259,14,421752,2
2,17259,14,422252,5
2,2880,17,508702,1
2,2880,17,509152,4
2,2880,17,513952,2
2,2880,17,515052,3
2,2880,17,517302,16
2,2880,17,517802,2
2,2880,17,518152,5
2,17875,22,658302,1
2,17875,22,658702,4
2,17875,22,658902,5
2,10147,26,820502,1
2,10147,26,820902,4
2,10147,26,823602,2
2,10147,26,825952,3
2,10147,26,828202,2
2,10147,26,828652,5
2,13056,28,881602,1
2,13056,28,882052,4
2,13056,28,887102,2
2,13056,28,887552,5
2,15832,30,1046752,1
2,15832,30,1047152,4
2,15832,30,1047452,5
2,19493,33,1119952,1
2,19493,33,1120452,4
2,19493,33,1120852,5
2,21765,35,1175702,1
2,21765,35,1176102,4
2,21765,35,1182602,2
2,21765,35,1182752,5
2,13686,37,1241102,1
2,13686,37,1241552,4
2,13686,37,1242052,5
2,13998,38,1278102,1
2,13998,38,1278552,4
2,13998,38,1281752,16
2,13998,38,1282152,2
2,13998,38,1283902,3
2,13998,38,1285502,2
2,13998,38,1286602,5
2,15224,47,1554552,1
2,15224,47,1555002,4
2,15224,47,1555052,16
2,15224,47,1555702,2
2,15224,47,1558102,3
2,15224,47,1558902,2
2,15224,47,1559152,5
2,13726,52,1787902,1
2,13726,52,1788352,4
2,13726,52,1790002,16
2,13726,52,1790802,16
2,13726,52,1791302,16
2,13726,52,1791702,2
2,13726,52,1793552,3
2,13726,52,1795202,2
2,13726,52,1795502,5
2,11861,53,1834552,1
2,11861,53,1835002,4
2,11861,53,1835052,16
2,11861,53,1835902,16
2,11861,53,1836502,16
2,11861,53,1836702,2
2,11861,53,1837552,3
2,11861,53,1838352,9
2,11861,53,1839202,16
2,11861,53,1839652,16
2,11861,53,1844702,2
2,11861,53,1845852,5
2,625,58,2006402,1
2,625,58,2006802,4
2,625,58,2007152,5
2,8099,59,2033252,1
2,8099,59,2033702,4
2,8099,59,2033752,16
2,8099,59,2035302,16
2,8099,59,2035652,2
2,8099,59,2036302,3
2,8099,59,2036952,9
2,8099,59,2038152,10
2,8099,59,2039452,16
2,8099,59,2040152,2
2,8099,59,2041702,5
2,6487,63,2184502,1
2,6487,63,2185002,4
2,6487,63,2185052,16
2,6487,63,2186302,16
2,6487,63,2186802,16
2,6487,63,2186902,2
2,6487,63,2188052,3
2,6487,63,2188752,2
2,6487,63,2188802,5
2,21026,67,2303752,1
2,21026,67,2304202,4
2,21026,67,2308902,16
2,21026,67,2309302,10
2,21026,67,2310152,16
2,21026,67,2310652,16
2,21026,67,2311752,2
2,21026,67,2312502,3
2,21026,67,2314352,2
2,21026,67,2316202,3
2,21026,67,2317702,2
2,21026,67,2318052,5
2,12607,70,2442702,1
2,12607,70,2443152,4
2,12607,70,2443302,16
2,12607,70,2443602,16
2,12607,70,2443852,16
2,12607,70,2444052,16
2,12607,70,2444252,2
2,12607,70,2445902,3
2,12607,70,2446852,2
2,12607,70,2447252,5
2,16922,73,2506452,1
2,16922,73,2506902,4
2,16922,73,2506952,16
2,16922,73,2508402,16
2,16922,73,2509002,2
2,16922,73,2510252,3
2,16922,73,2511002,2
2,16922,73,2511152,5
2,1492,76,2705452,1
2,1492,76,2705852,4
2,1492,76,2710802,2
2,1492,76,2711152,5
2,24477,85,2893652,1
2,24477,85,2894052,4
2,24477,85,2896402,16
2,24477,85,2897152,2
2,24477,85,2898552,3
2,24477,85,2900052,2
2,24477,85,2900352,5
2,18517,92,3087502,1
2,18517,92,3087902,4
2,18517,92,3088152,5
2,10573,93,3125102,1
2,10573,93,3125552,4
2,10573,93,3125602,16
2,10573,93,3126302,16
2,10573,93,3126752,2
2,10573,93,3129002,5
2,23390,95,3292402,1
2,23390,95,3292852,4
2,23390,95,3293052,5
2,25331,97,3343152,1
2,25331,97,3343602,4
2,25331,97,3344302,5
2,20297,100,3391852,1
2,20297,100,3392302,4
2,20297,100,3392652,5
2,12594,106,3511302,1
2,12594,106,3511702,4
2,12594,106,3512802,5
2,12041,112,3748302,1
2,12041,112,3748752,4
2,12041,112,3751102,2
2,12041,112,3751652,5
2,16332,115,3819852,1
2,16332,115,3820302,4
2,16332,115,3820352,16
2,16332,115,3821402,16
2,16332,115,3821902,16
2,16332,115,3822002,2
2,16332,115,3823552,3
2,16332,115,3824302,2
2,16332,115,3824602,5
2,11007,117,3872952,1
2,11007,117,3873402,4
2,11007,117,3873852,5
2,1848,118,3897052,1
2,1848,118,3897552,4
2,1848,118,3898002,5
2,15241,123,4040152,1
2,15241,123,4040552,4
2,15241,123,4043452,16
2,15241,123,4043652,9
2,15241,123,4044202,16
2,15241,123,4044702,16
2,15241,123,4045552,2
2,15241,123,4046652,3
2,15241,123,4047452,2
2,15241,123,4048552,5
2,426,125,4131302,1
2,426,125,4131752,4
2,426,125,4132152,5
2,1168,126,4165852,1
2,1168,126,4166302,4
2,1168,126,4166802,5
2,5674,127,4192452,1
2,5674,127,4192852,4
2,5674,127,4193452,5
2,486,130,4284802,1
2,486,130,4285302,4
2,486,130,4285402,16
2,486,130,4285952,2
2,486,130,4287452,3
2,486,130,4288252,2
2,486,130,4288452,5
2,2644,133,4469852,1
2,2644,133,4470302,4
2,2644,133,4470402,16
2,2644,133,4471152,2
2,2644,133,4473002,3
2,2644,133,4473802,2
2,2644,133,4474052,5
2,6275,134,4501502,1
2,6275,134,4501902,4
2,6275,134,4502252,5
2,23665,138,4577902,1
2,23665,138,4578302,4
2,23665,138,4583602,2
2,23665,138,4584202,5
2,21724,141,4640302,1
2,21724,141,4640752,4
2,21724,141,4644502,16
2,21724,141,4645452,16
2,21724,141,4646002,2
2,21724,141,4647902,3
2,21724,141,4649752,2
2,21724,141,4650152,5
2,255,144,4741252,1
2,255,144,4741702,4
2,255,144,4741752,16
2,255,144,4743002,16
2,255,144,4743752,16
2,255,144,4743852,2
2,255,144,4744752,3
2,255,144,4745802,2
2,255,144,4746202,5
2,20526,147,4936902,1
2,20526,147,4937402,4
2,20526,147,4938652,2
2,20526,147,4939602,5
2,4918,157,5176802,1
2,4918,157,5177252,4
2,4918,157,5177802,5
2,3682,161,5298452,1
2,3682,161,5298852,4
2,3682,161,5299002,5
2,15295,162,5326202,1
2,15295,162,5326602,4
2,15295,162,5326902,5
2,10024,166,5549052,1
2,10024,166,5549502,4
2,10024,166,5549802,5
2,25549,167,5578502,1
2,25549,167,5578902,4
2,25549,167,5579202,5
2,7987,172,5713552,1
2,7987,172,5713952,4
2,7987,172,5714152,5
2,13950,173,5737552,1
2,13950,173,5737952,4
2,13950,173,5740302,2
2,13950,173,5740652,5
2,2062,175,5784102,1
2,2062,175,5784502,4
2,2062,175,5784602,16
2,2062,175,5785552,16
2,2062,175,5786202,16
2,2062,175,5786652,2
2,2062,175,5787902,3
2,2062,175,5788652,2
2,2062,175,5789102,5
2,2786,179,5996752,1
2,2786,179,5997152,4
2,2786,179,5997502,16
2,2786,179,5997902,16
2,2786,179,5998152,9
2,2786,179,5998352,16
2,2786,179,6001202,2
2,2786,179,6002202,5
2,12392,187,6238052,1
2,12392,187,6238452,4
2,12392,187,6239852,2
2,12392,187,6240752,3
2,12392,187,6241802,2
2,12392,187,6242402,5
2,20731,194,6555502,1
2,20731,194,6555952,4
2,20731,194,6556352,5
2,12164,196,6598002,1
2,12164,196,6598452,4
2,12164,196,6599402,16
2,12164,196,6599952,16
2,12164,196,6600252,16
2,12164,196,6600502,16
2,12164,196,6600852,9
2,12164,196,6601602,2
2,12164,196,6602102,3
2,12164,196,6602752,2
2,12164,196,6602852,5
2,199,202,6755552,1
2,199,202,6755952,4
2,199,202,6761702,16
2,199,202,6763502,5
2,7191,208,6965102,1
2,7191,208,6965552,4
2,7191,208,6965852,5
2,18320,209,7001352,1
2,18320,209,7001852,4
2,18320,209,7004602,16
2,18320,209,7004852,2
2,18320,209,7007052,3
2,18320,209,7008802,2
2,18320,209,7009202,5
2,13802,211,7127702,1
2,13802,211,7128152,4
2,13802,211,7134002,2
2,13802,211,7135602,3
2,13802,211,7137652,2
2,13802,211,7139302,5
2,24281,212,7177802,1
2,24281,212,7178252,4
2,24281,212,7178852,16
2,24281,212,7180002,16
2,24281,212,7180602,16
2,24281,212,7180702,2
2,24281,212,7181452,3
2,24281,212,7182402,2
2,24281,212,7182702,5
2,6468,214,7350352,1
2,6468,214,7350752,4
2,6468,214,7351002,5
2,14037,215,7376352,1
2,14037,215,7376752,4
2,14037,215,7377052,5
2,3031,216,7402702,1
2,3031,216,7403152,4
2,3031,216,7403502,5
2,21797,217,7430902,1
2,21797,217,7431302,4
2,21797,217,7431752,5
2,19129,220,7514452,1
2,19129,220,7514852,4
2,19129,220,7515402,5
2,17704,221,7545752,1
2,17704,221,7546152,4
2,17704,221,7546502,5
2,6117,228,7869902,1
2,6117,228,7870302,4
2,6117,228,7877202,2
2,6117,228,7879252,3
2,6117,228,7880702,16
2,6117,228,7881152,2
2,6117,228,7881552,5
2,14846,230,7946452,1
2,14846,230,7946852,4
2,14846,230,7947302,5
2,22331,232,8013052,1
2,22331,232,8013452,4
2,22331,232,8014002,5
2,9905,245,8451452,1
2,9905,245,8451852,4
2,9905,245,8452352,5
2,21155,248,8674152,1
2,21155,248,8674602,4
2,21155,248,8675002,5
2,13814,249,8700152,1
2,13814,249,8700552,4
2,13814,249,8706602,2
2,13814,249,8707102,5
2,695,252,8918602,1
2,695,252,8919052,4
2,695,252,8919452,5
2,23256,253,8943902,1
2,23256,253,8944302,4
2,23256,253,8950702,2
2,23256,253,8951102,5
2,4590,255,9007652,1
2,4590,255,9008052,4
2,4590,255,9008552,5
2,24037,261,9159452,1
2,24037,261,9159852,4
2,24037,261,9160152,5
2,22939,263,9205452,1
2,22939,263,9205902,4
2,22939,263,9212252,2
2,22939,263,9212702,5
2,21796,265,9400252,1
2,21796,265,9400652,4
2,21796,265,9401052,5
2,11589,266,9432352,1
2,11589,266,9432802,4
2,11589,266,9433252,5
2,20809,267,9465652,1
2,20809,267,9466052,4
2,20809,267,9466152,16
2,20809,267,9466702,16
2,20809,267,9467002,16
2,20809,267,9467402,16
2,20809,267,9467702,2
2,20809,267,9469002,3
2,20809,267,9470302,2
2,20809,267,9470602,5
2,4591,270,9549652,1
2,4591,270,9550052,4
2,4591,270,9554602,2
2,4591,270,9554902,5
2,9898,282,9943502,1
2,9898,282,9943952,4
2,9898,282,9944002,16
2,9898,282,9945602,16
2,9898,282,9946352,16
2,9898,282,9946602,9
2,9898,282,9947052,16
2,9898,282,9947452,16
2,9898,282,9949402,2
2,9898,282,9949902,5
2,12954,287,10084952,1
2,12954,287,10085352,4
2,12954,287,10091852,2
2,12954,287,10093102,3
2,12954,287,10094902,2
2,12954,287,10095252,5
2,5602,291,10199352,1
2,5602,291,10199802,4
2,5602,291,10200852,2
2,5602,291,10201602,3
2,5602,291,10202202,2
2,5602,291,10203152,3
2,5602,291,10204052,2
2,5602,291,10204352,5
2,9136,292,10359752,1
2,9136,292,10360152,4
2,9136,292,10360402,5
2,18525,295,10448252,1
2,18525,295,10448652,4
2,18525,295,10449052,5
2,15107,297,10534902,1
2,15107,297,10535302,4
2,15107,297,10541102,2
2,15107,297,10541802,5
2,7381,299,10594752,1
2,7381,299,10595152,4
2,7381,299,10595552,5
2,5224,301,10647702,1
2,5224,301,10648102,4
2,5224,301,10648452,5
2,12633,304,10740502,1
2,12633,304,10740902,4
2,12633,304,10743702,2
2,12633,304,10743902,5
3,10110,2,45193,1
3,10110,2,45593,4
3,10110,2,51943,2
3,10110,2,54543,3
3,10110,2,56293,2
3,10110,2,56543,5
3,7716,4,94043,1
3,7716,4,94493,4
3,7716,4,94693,5
3,6572,6,134893,1
3,6572,6,135343,4
3,6572,6,135793,9
3,6572,6,135943,16
3,6572,6,137743,2
3,6572,6,138343,3
3,6572,6,138943,2
3,6572,6,139343,5
3,17957,11,246593,1
3,17957,11,246993,4
3,17957,11,247343,16
3,17957,11,247793,16
3,17957,11,248143,16
3,17957,11,248343,9
3,17957,11,250193,16
3,17957,11,250793,16
3,17957,11,253143,2
3,17957,11,254693,3
3,17957,11,255643,2
3,17957,11,256393,5
3,20242,14,326593,1
3,20242,14,327043,4
3,20242,14,327393,5
3,792,15,348943,1
3,792,15,349393,4
3,792,15,349843,16
3,792,15,350243,16
3,792,15,350443,16
3,792,15,351593,2
3,792,15,352243,3
3,792,15,353393,2
3,792,15,353943,5
3,17120,17,513293,1
3,17120,17,513693,4
3,17120,17,514143,5
3,23459,18,536593,1
3,23459,18,537093,4
3,23459,18,542493,2
