,playID,totalDistance,averageBallSpeed,straightLineDistance,routeEfficiency,result,onBase
198,12633,276.1779488518065,98.63498173282515,267.0309270536552,0.9668799705545664,0.0,0
199,10110,508.7872882129058,80.12398239573331,334.9786741007016,0.658386484609905,0.0,0
201,6572,76.81304143697525,32.00543393207254,67.9839935031097,0.8850579567128618,0.0,0
202,17957,211.697535966317,34.42236357175906,182.6391383779995,0.8627362503031639,1.0,1
204,792,184.57753756098583,83.89888070953623,184.21482945245683,0.9980349282295027,0.0,0
206,23459,279.3104457346659,51.72415661752908,92.67805193534745,0.33181018952434027,0.0,0
207,13925,362.69179255955066,46.798940975424166,339.2782527424619,0.9354450795485137,3.0,1
208,2131,76.65462266605331,31.939426110855337,52.74854889633565,0.6881326534752544,0.0,0
210,13908,354.2693769138491,60.04565710404095,202.4462647635138,0.5714472600682743,0.0,0
211,12059,302.3868689581212,99.14323572397512,296.25653265437114,0.9797268435469032,1.0,1
214,20904,52.179172473749745,69.57222996499944,50.066049494305275,0.9595025586021407,0.0,0
215,5859,326.88897223134086,73.45819600703996,232.14423071699983,0.710162319433371,0.0,0
217,854,147.69580807445374,84.39760461397341,146.49247497280012,0.9918526252211098,0.0,0
218,25363,293.67615694780056,69.10027222301409,292.9640144794748,0.9975750756352607,1.0,1
221,1235,233.68473476300525,66.7670670751382,231.63155305002928,0.9912138817494509,0.0,0
224,10292,268.56751980026525,83.92734993757853,254.8509906396513,0.948927073643101,0.0,0
232,26092,118.23290971717381,87.57993312380178,117.65021254511542,0.9950716160715974,2.0,1
233,3884,367.395730496886,62.27046279608267,333.2762643573422,0.907131566027186,2.0,1
234,9777,131.48576593958185,38.67228409986945,120.31610952107359,0.9150504517451664,1.0,1
235,10193,126.14985205129031,74.20579532426821,119.30622010055531,0.9457499803649988,0.0,0
238,21644,265.74852575455503,78.1613311042518,265.0199882229916,0.9972585453503653,0.0,0
239,9928,312.8174782649307,45.66678514816381,300.18741484242105,0.9596248154273113,0.0,0
241,15518,405.95537170143285,71.85050826573125,288.4393203491121,0.7105197774331953,0.0,0
246,11050,370.6387783819903,78.02921650147391,318.2742310228039,0.8587181093468368,0.0,0
247,22189,316.3014781515071,63.89928851545913,169.98371619958692,0.5374104389046371,0.0,0
248,9024,445.6252139651153,96.87504651414146,397.3194444576001,0.8916000082722055,0.0,0
249,11292,394.41498941000805,99.8518960531671,365.45639476990425,0.9265783618329974,0.0,0
251,10130,142.0131071910838,71.00655359557797,131.11961456694303,0.923292343646258,0.0,0
254,1086,412.79349108067953,75.05336201466802,321.9789858455373,0.7800001521404979,0.0,0
255,15588,341.39780079217843,51.338015156716224,280.7411464306829,0.822328514651389,0.0,0
256,25872,141.43470482087295,65.78358363759939,135.68070784272544,0.9593169372012693,0.0,0
257,21356,316.7354475304966,91.80737609583342,302.4956646416858,0.9550420295554708,0.0,0
258,22670,129.71353173740647,76.30207749258494,126.11996893076197,0.9722961609439534,0.0,0
259,18808,164.56020045067132,56.744896707139354,162.5943865590677,0.9880541352877551,0.0,0
261,19188,122.18790928305214,50.91162886795013,108.96605967649332,0.8917908516142135,0.0,0
264,16864,417.11309407764276,80.214056553397,331.60663305502396,0.7950041314054208,0.0,0
266,11301,293.788576183833,90.39648497967232,289.6198065117985,0.9858103071052499,0.0,0
267,11310,91.90822804553525,59.29563099712233,84.78443887213615,0.9224901913039856,0.0,0
277,17031,140.01776267648668,75.68527712248672,136.61410663483235,0.9756912553336641,0.0,0
278,19713,430.02856149712085,62.32297992712007,389.27358463819513,0.9052272790508623,0.0,0
279,17665,102.27488608524538,55.28372220827835,96.61675933760556,0.9446772617969594,0.0,0
280,7253,44.32440929451578,19.271482301938295,41.66053483138689,0.9399005084212484,0.0,0
288,8491,247.7488392459911,57.61600912698772,247.37633095783633,0.9984964277157121,0.0,0
290,14358,278.90628990049936,54.68750782361849,39.41123286406256,0.14130636092188037,0.0,0
294,423,305.1763845825399,70.15549070862976,298.2535846431763,0.9773154140061212,1.0,1
295,13199,124.08448350488862,88.6317739320613,123.1708320223965,0.9926368595275965,0.0,0
296,900,342.84327432659416,81.6293510301409,322.6698387398239,0.9411584327375402,2.0,1
297,19243,94.31460066381362,85.74054605800742,92.94688810240788,0.9854984005468996,0.0,0
299,10961,207.92137976691444,56.19496750457347,173.85372715625022,0.8361512767525158,0.0,0
302,9403,142.37480551622443,69.45112464206257,138.5046178838365,0.9728169066264543,0.0,0
303,18449,123.99871978130602,112.7261088921045,122.93305520712786,0.991405842124357,0.0,0
305,14781,137.23083036854294,59.66557842111013,134.95690683090504,0.9834299367603394,0.0,0
306,23797,449.5549882190243,71.35793463794238,353.07115364837654,0.7853792370253033,0.0,0
308,16604,102.91550821457763,108.33211391007578,102.57324015474549,0.9966742810119684,0.0,0
309,8542,340.20796178986586,76.45122736850611,322.0690986786447,0.9466830140723607,2.0,1
310,16614,128.99939518052585,61.42828341929071,127.10252517701606,0.9852955124258121,0.0,0
311,11896,349.6381731869268,80.37659153722365,322.5412206887362,0.9225000169426473,0.0,0
313,24321,140.61939002550454,51.13432364564894,137.2871511505455,0.9763031337687166,0.0,0
314,19772,220.35405321184342,37.034294657454346,218.5514802322174,0.9918196513594734,0.0,0
315,8770,338.17358474499497,95.26016471690765,328.40759555088067,0.9711213718792422,1.0,1
316,15940,255.86024658834506,53.30421803923605,254.56678530896286,0.9949446571062551,1.0,1
317,21493,144.6421026429768,93.31748557609097,143.87214375264662,0.994676799657492,0.0,0
318,24538,142.3424758244155,74.91709253916062,141.59417106029966,0.9947429271566213,0.0,0
319,24951,130.68542990695374,50.26362688728772,128.1893514851407,0.9809001016900643,0.0,0
320,9068,125.87558792111514,19.217647010858855,122.51621018109397,0.9733119201625778,0.0,0
321,7348,357.08311483720547,85.01978924695376,338.938204906215,0.9491857520642981,0.0,0
322,20883,317.17606380230336,42.57396829561137,266.79168407421116,0.8411469670060068,2.0,1
323,21689,412.9183580227242,73.08289522525578,277.5908853856678,0.6722657881207381,1.0,1
324,12684,286.9852736709007,66.74076131880807,279.99350315422095,0.9756371801687025,1.0,1
325,15551,269.8224367229658,71.95264979278359,266.4512325926017,0.9875058420963508,1.0,1
327,1606,332.082526978535,54.88967388074797,332.0825269507235,0.9999999999162512,0.0,0
328,2545,110.82223761910858,71.4982178187733,104.39155134898736,0.9419729613092346,0.0,0
331,20699,89.9635796664997,89.96357966649825,89.77206840179913,0.9978712356110049,0.0,0
333,4474,71.573991294964,39.76332849719697,67.87430945060046,0.9483096893518659,0.0,0
334,9287,331.3146466354336,72.0389352846461,289.4603958961616,0.8736721990279926,0.0,0
336,23617,311.7199055905819,68.5098693605571,269.9045363076126,0.8658559542299801,0.0,0
337,23177,142.42671376509216,63.30076167337429,138.8243447967977,0.9747072099533524,0.0,0
340,866,135.94777692993523,60.421234191103544,132.66027834681674,0.9758179305512822,0.0,0
342,18929,314.2406832913265,63.48296632147892,311.33286690565427,0.9907465311136163,0.0,0
344,15889,294.72427055613133,77.5590185674015,271.6888462554104,0.921840762359835,1.0,1
346,22180,371.7457822659554,75.10015803352567,328.21098240891797,0.8828909380177132,0.0,0
348,13385,129.12630227767232,43.042100759214776,98.92240335444131,0.7660902667352717,0.0,0
349,2631,365.5109502421747,98.78674330869775,348.1280076929151,0.9524420744775436,0.0,0
350,22922,106.8458335209565,79.14506186734977,103.61180889448075,0.9697318601961072,0.0,0
351,16410,289.31569236387435,65.01476232895949,284.14118347779555,0.9821146622092978,0.0,0
355,16590,122.00148768805687,69.71513582173532,120.61448627370594,0.98863127458005,0.0,0
356,5481,147.27611504449655,73.63805752225134,146.38358720279996,0.9939397651721942,1.0,1
358,21299,36.36952211359051,16.531600960724965,31.682178756369865,0.8711189181265296,1.0,1
360,17951,135.0452794691149,56.26886644538221,133.98237053811772,0.9921292403912552,0.0,0
361,16537,298.11144476633285,90.33680144434348,281.65486090175335,0.9447972087167651,0.0,0
363,3212,140.9860778425127,80.56347305286272,139.88648537607594,0.9922007017766317,0.0,0
364,7832,143.52904755399263,75.54160397578289,140.98965605599116,0.9823074733562472,0.0,0
367,23229,147.9352073970432,92.4595046231426,145.3932112732984,0.9828168279311472,0.0,0
368,17482,239.68856181177668,56.39730866159504,231.46756040928585,0.9657013194941416,1.0,1
371,2385,141.90985100913352,66.0045818647189,136.0105806847133,0.9584294516379942,0.0,0
372,5342,150.69817293693063,77.28111432663005,144.91919211152336,0.9616519516276693,0.0,0
374,19275,284.828313728316,103.57393226484791,276.1752434249877,0.9696200486880596,0.0,0
376,16967,310.426387895284,95.51581166008766,291.7203193964693,0.9397407268575221,1.0,1
377,9746,139.39111117770625,71.48262111676627,135.0800369515849,0.9690721008700098,0.0,0
378,2351,277.6118817385942,89.5522199156636,272.4519335802585,0.9814130860465317,0.0,0
379,13128,504.58053287827914,90.10366658540627,408.04399491936516,0.8086796226397389,0.0,0
382,2912,150.34093284151257,75.17046642074885,149.40335209799574,0.9937636362513115,0.0,0
383,16503,28.985565615395853,11.83084310832621,27.863875262000345,0.9613017607357051,0.0,0
385,12584,56.6720650052721,113.34413001049427,56.614596141451315,0.9989859401838377,0.0,0
386,15234,124.68204709735384,103.90170591441738,124.06094292110717,0.9950184955195538,1.0,1
388,23648,151.7676943787881,101.17846291920176,151.33392907410746,0.9971419127999795,0.0,0
389,8162,316.6241162085047,83.32213584435073,286.9466308387428,0.9062690305301364,0.0,0
391,13212,105.63747192597795,55.42166804437531,92.14238784056494,0.8722509745891187,0.0,0
394,18661,342.29414174551744,60.05160381500703,94.54125272595083,0.27619886289563966,0.0,0
395,13396,300.0490389258393,107.16037104492274,290.46956339233964,0.9680736336707036,0.0,0
396,15019,430.4628100959406,91.58783193531282,363.5450044882937,0.8445445133977256,0.0,0
397,15812,119.4226784206066,82.3604678763444,118.14437393886507,0.9892959654008149,0.0,0
401,15446,316.7013061330455,113.10760933321717,303.1313639289301,0.9571522379563074,0.0,0
402,5206,144.55136065531795,78.13587062447282,140.53294323487805,0.97220076378235,0.0,0
404,4652,89.43134775718603,59.62089850481258,81.22712648773746,0.9082623545859585,0.0,0
406,9969,252.4990910508217,58.04576805766436,248.12148115441101,0.9826628686931408,0.0,0
407,26127,439.58095950341095,97.93119684496487,200.92834524209846,0.45709064712239733,0.0,0
410,8221,227.22848041690418,48.34648519508947,88.23809171327241,0.3883232046941424,1.0,1
411,20191,155.48219282007065,64.78424700838141,155.0670952262325,0.9973302563701394,0.0,0
412,10114,172.83022036462114,82.300104935547,163.97632901040376,0.9487711620367186,0.0,0
413,24314,103.40996024658526,89.92170456225277,102.99007584087326,0.9959396135081111,0.0,0
414,11899,137.59817650363564,72.4200928966153,127.6750310369373,0.9278831615443962,0.0,0
418,25526,142.2279782886716,101.59141306330461,141.92683240705693,0.9978826537138603,0.0,0
420,18848,476.4636747924827,74.44744918633556,221.30712182497078,0.4644784766044507,0.0,0
421,12253,152.28358662008398,78.09414698457499,148.55077642026762,0.9754877706608727,0.0,0
424,1476,243.66722510856928,58.01600597819724,241.34147155372233,0.9904552056444575,0.0,0
425,2228,389.2854361571041,41.85864904913518,380.81621594938946,0.9782441894273777,0.0,0
427,22705,273.14965918831075,62.68838698035674,269.7507278375738,0.9875565235525565,0.0,0
428,13077,109.3221477804145,99.38377070957699,108.67211188167337,0.9940539413838924,0.0,0
431,14431,463.26452142075675,86.59149933097068,302.1031613436075,0.6521180607940931,0.0,0
432,4423,156.4766098437486,130.39717486979063,155.69420039916827,0.9949998313143311,0.0,0
437,14066,473.26320513468124,87.64133428420008,394.03605583633936,0.8325938960841136,0.0,0
438,10804,111.98727546246765,93.32272955206123,110.93794201399504,0.9906298867961629,0.0,0
439,10197,450.1215693882013,81.84028534330922,352.1716190760487,0.7823922314025415,0.0,0
440,727,143.7541632235993,99.14080222317244,142.8248184215561,0.9935351799126841,0.0,0
441,8196,259.01072251984675,36.739109577283465,244.53522041044934,0.9441123441973016,1.0,1
443,17933,356.956013691959,109.83261959752627,337.00462004771475,0.944106856646316,0.0,0
444,1209,327.63688518988545,85.10048965970981,313.9137946368725,0.958114940126294,1.0,1
445,16816,259.39383613316517,82.34724956608474,248.62520102309728,0.9584853855026085,1.0,1
446,5946,374.9461075611511,80.63357151852756,301.43860705988527,0.8039518239583877,0.0,0
451,1614,285.9734752216227,80.55590851313588,267.7030417906936,0.9361114403468015,0.0,0
453,18794,376.81395106857946,61.772778863698534,333.2433479753187,0.8843710457914257,2.0,1
455,19389,127.99606149760692,98.45850884431117,126.820846749946,0.9908183522687306,0.0,0
459,24748,166.68446743525436,75.76566701603349,160.03692417440237,0.96011899990961,1.0,1
461,8401,104.80970078298702,91.13887024611168,104.60846875697783,0.9980800248020376,1.0,1
469,777,262.7369393013143,105.09477572052646,258.11181391749363,0.9823963642260579,0.0,0
471,13866,43.947010114170865,20.44046982056063,43.29600161762679,0.98518651223706,0.0,0
473,4447,385.6091220811449,75.60963178061935,346.4549003316877,0.8984613705761405,0.0,0
474,18388,139.94112048889914,51.83004462551894,124.50115824230036,0.8896681533443663,0.0,0
478,15365,156.1458034306433,76.16868460037618,155.09045306954948,0.9932412505625706,0.0,0
479,21693,293.8171682590398,72.54744895284146,282.6681517812522,0.9620545778728689,0.0,0
480,18840,140.56840371091747,100.40600265069172,139.6819215785648,0.9936935889648735,1.0,1
481,7031,455.1207214390566,72.81931543022465,244.35958425123417,0.5369115769516888,0.0,0
482,22687,137.42925412160946,57.26218921732098,134.17848376606386,0.9763458633584009,1.0,1
484,13923,224.99019921991123,52.32330214419006,223.9551110475283,0.9953994077254396,0.0,0
486,16991,271.1877181758064,42.70672727179639,108.32636909636614,0.3994516043169034,0.0,0
487,10832,403.08533390892734,57.997889771096155,365.3338130662922,0.9063436010520673,0.0,0
488,19436,272.3220431914891,85.1006384973692,267.7878590705181,0.9833499188393549,0.0,0
489,5963,249.9545548980551,57.46081721794947,246.94845169429414,0.987973400984883,0.0,0
491,11067,385.1342552578313,61.13242146950534,277.9269721533031,0.7216365938865724,0.0,0
492,5638,316.9889172260669,70.4419816058049,282.47036339798956,0.8911048558727378,0.0,0
493,21910,115.4008554163708,48.08368975682081,104.15531889860917,0.9025523989645718,0.0,0
494,2707,269.7684958425139,87.02209543312293,265.1951401143971,0.9830471096566195,0.0,0
495,14631,403.5753474361497,87.73377118175712,361.36327393133314,0.8954047273378238,1.0,1
496,11740,162.38855432134275,27.99802660711866,127.82325690736408,0.7871444969848115,0.0,0
497,6652,400.9449689555609,61.68384137776688,297.3458667414968,0.7416126644912544,0.0,0
499,5974,317.40799345601863,81.38666498872756,273.65672576102764,0.8621607880172893,0.0,0
500,20388,276.0305777584951,60.66606104584585,254.76209379289992,0.9229488119095145,0.0,0
502,13629,386.69438188149036,61.87110110104597,347.5854962504188,0.8988635794479756,1.0,1
503,21363,249.38515197455513,90.68550980893751,243.4986890838773,0.9763960971851346,0.0,0
505,13334,103.65227188081076,51.826135940373504,101.44773536436126,0.9787314211599291,0.0,0
506,18384,445.71298679430146,76.19025415286892,315.2719048682716,0.7073428735738655,0.0,0
509,26176,123.31633237050177,102.76361030881509,121.68131025526024,0.9867412362676411,0.0,0
510,22375,263.47388958256954,69.33523410064251,263.14769940102207,0.9987619639195965,0.0,0
512,5574,144.7254337681505,76.17128093061785,143.81948431615078,0.9937402194734406,0.0,0
514,373,269.0062533610933,68.10284895217976,251.61778194514113,0.9353603449782589,0.0,0
515,15410,580.1917085234358,87.90783462475564,369.6910329106013,0.6371877217126213,1.0,1
516,10081,160.6504399454294,73.02292724800975,152.70801214682854,0.9505608089134471,0.0,0
518,19924,266.59933533834635,62.72925537374484,261.5995939699488,0.9812462346837726,0.0,0
519,5458,293.4552043845507,81.51533455124985,279.1213772093795,0.9511549737029443,0.0,0
520,11543,130.2842086582341,81.42763041132608,126.17672300122672,0.968472881715218,0.0,0
524,25389,348.4876026462108,71.85311394768476,342.15603545116267,0.9818312985972243,0.0,0
525,13786,456.546168011723,73.04738688187675,257.9601144845568,0.5650252538707827,0.0,0
527,9179,397.3773035407446,63.07576246676556,221.72679752284222,0.5579754946928108,1.0,1
528,20975,122.27573634656316,62.705505818696004,120.97889767604411,0.9893941454840767,0.0,0
533,185,111.46916436145665,60.25360235753501,109.24556204963076,0.9800518616555203,0.0,0
534,9831,154.17846308673379,96.36153942933566,153.30815526575572,0.9943551920057182,0.0,0
535,12323,454.9714208921435,94.78571268588762,397.66252230887835,0.8740384649416234,1.0,1
536,25349,241.38346159571128,67.05096155443087,239.67242525326864,0.9929115427745898,0.0,0
537,22474,277.6861456034151,62.40138103446544,222.13965487940663,0.7999666472257543,0.0,0
540,4180,382.13707513784504,65.88570260998368,337.67602635489976,0.8836515698799777,0.0,0
541,22899,349.6854719630557,95.80423889400541,324.9164144819508,0.929167610704394,0.0,0
542,6891,156.5780747095637,104.38538313976186,155.75971627143005,0.9947734800057312,0.0,0
544,22831,120.5887224480026,66.99373469337269,118.9554502127721,0.9864558459358854,0.0,0
545,5332,150.13712668128136,79.01954035861998,149.4599951965159,0.9954899131232017,0.0,0
546,20505,124.99872837630564,113.63520761485258,124.23151613641114,0.993862239641472,0.0,0
547,25980,311.6420182253503,73.32753370008928,265.1096377236927,0.8506864357809102,0.0,0
551,7955,281.6022863664602,86.64685734352621,274.96085605836964,0.9764155668130912,1.0,1
554,15757,330.38228676680905,82.59557169170245,320.47447511474945,0.9700110688468818,1.0,1
555,2966,327.3598882064403,102.29996506451269,313.8454237840484,0.9587167979057063,0.0,0
556,9687,258.28779500751307,89.06475689914353,247.22102312884985,0.9571533301511931,1.0,1
558,21528,43.21915250193647,24.696658572536098,42.052204736014936,0.9729992908614011,0.0,0
559,21337,453.49692160449183,74.34375764008007,348.2481038696913,0.7679172388592505,0.0,0
560,21340,297.0308725522133,54.50107753251531,192.3738296217021,0.6476560095209829,0.0,0
561,20351,320.28834352584005,97.05707379571024,304.14470492296954,0.949596546583132,0.0,0
562,5392,275.0340146791359,67.9096332541058,267.9516207787688,0.9742490254937024,1.0,1
563,6638,304.0740746997167,95.02314834366302,298.24436352283345,0.9808279900789297,1.0,1
566,25887,255.98221755213297,44.518646530805526,141.61996244850857,0.5532414079492317,0.0,0
568,16469,262.16058852449567,70.8542131147252,235.32345032336272,0.8976309202226812,0.0,0
569,12513,151.83070320618663,126.5255860051547,150.6280455573246,0.9920789562093458,0.0,0
573,25873,413.4209186808467,75.85704929923652,304.04002812713367,0.7354248766542144,0.0,0
578,25082,370.67648001970747,65.60645664065254,256.1058166053579,0.6909146665894252,0.0,0
584,18684,113.70483609639058,87.46525853567299,111.44887605848731,0.9801595067074295,1.0,1
587,16102,542.2429154888874,96.82909205158987,141.5407767453204,0.2610283559310441,0.0,0
589,4544,304.52293361634037,57.45715728610543,220.34372140339153,0.7235702046696956,0.0,0
590,2316,244.73757217135082,48.46288557847923,145.8036723124149,0.5957551634545585,0.0,0
591,16535,118.7395793441445,48.46513442619231,116.01204361133216,0.9770292622908231,0.0,0
595,8605,230.75458049110262,58.418881136998145,223.44034314252403,0.9683029592174851,1.0,1
598,18875,378.2118581241956,86.94525474119905,345.775492583716,0.9142375765229754,0.0,0
599,2321,213.33976362586415,50.1975914413804,207.00822413902384,0.9703218032155319,1.0,1
601,4856,142.02135206695425,83.54197180410532,139.8572659223946,0.9847622479784629,0.0,0
603,24206,398.2665435796072,83.84558812202852,339.3850093571317,0.852155459272953,0.0,0
