playID,gameID,playPerGame,angle_deg
621,44,105,71.74521173514903
626,7,152,52.43820219245329
634,60,62,86.49365198745987
643,17,337,97.79794306842358
668,86,214,128.99509971919088
672,40,42,99.98481758613967
675,1,204,58.11776147193625
677,13,4,55.126627992508915
678,77,135,68.33773371359527
680,15,214,107.45942413905559
681,44,154,89.58134525905567
692,50,301,92.64956860229381
701,42,162,56.27756574251718
703,75,245,82.45882831876057
712,37,180,125.16443420502827
716,15,18,67.1265832899542
723,70,254,60.212191548824485
727,6,17,84.88066491425332
732,37,195,89.76003538155122
734,38,3,136.85650955533254
743,76,102,105.71964276664475
745,18,137,93.51678005180958
753,15,113,59.8753238227464
754,36,95,92.10985149405573
757,52,223,115.35512211204542
758,76,111,99.3224153234571
772,20,156,100.83948476955247
773,16,272,56.122692031052765
777,6,79,119.02772522253989
784,42,30,104.32663306737963
787,63,130,32.27449802627789
788,90,216,50.224167081997216
792,3,15,69.64598577167439
799,69,265,75.27663933831946
806,74,29,92.00568490524329
811,73,230,84.79720442282888
814,74,190,123.26984563539527
832,95,302,114.47108035925568
835,86,117,122.54518423418716
840,74,102,75.51170770147834
842,16,288,127.09467288349138
850,15,157,80.4647428461688
854,3,64,92.28223951007357
857,64,297,106.06987921493366
863,1,235,93.57625335165298
866,4,161,101.7775866546637
868,47,103,122.9952408080142
875,87,210,85.42914688187982
878,89,119,83.76683731662119
882,69,180,102.36325418834763
884,90,113,132.94906273688161
899,57,76,92.11236633830089
900,4,16,96.23153377997775
908,78,297,69.34123141921341
926,24,67,86.32497918599694
930,47,182,86.29998222972387
938,39,193,76.02313647640493
942,65,232,66.17512615168474
951,33,103,74.89272431675363
960,11,187,64.85311124061371
964,41,7,103.40890634364149
969,27,104,75.38429633818598
974,14,61,83.6424893138178
985,50,292,66.0661001412627
991,23,222,84.043396123119
996,95,138,113.95267629859399
1009,64,99,60.16518702850895
1010,52,310,80.88069060186204
1028,95,176,85.509856267012
1032,15,12,52.65764842333073
1037,95,189,51.29243523640716
1043,76,62,97.46087990162209
1045,13,197,73.23458281932503
1049,94,32,119.13648600667055
1058,82,241,113.62510390120289
1059,48,141,71.27355500333142
1060,53,252,119.89687785142071
1061,10,108,70.40316782528348
1082,25,18,99.55824203077927
1086,3,179,108.7307624657982
1087,50,13,97.5480474867159
1091,30,180,99.03467811320115
1094,10,79,73.19200084911871
1101,95,230,91.48853123556255
1102,43,190,79.54218081791713
1103,40,117,107.81674054002627
1108,9,65,87.60957688170451
1112,66,126,98.25610549280808
1131,42,234,96.47216819939285
1139,35,27,113.43466005155744
1140,41,204,116.0399604453794
1158,32,120,73.31409501432059
1163,38,251,105.23046550168765
1164,33,155,160.5953167956262
1169,72,85,113.32491324128804
1172,78,298,93.57066611781752
1176,64,168,82.61857793306203
1187,1,276,84.28197359054145
1189,1,268,104.31664888097134
1207,53,7,95.05126626770547
1209,6,26,81.47973113401989
1210,84,132,79.87739195774684
1213,89,144,119.40102659586894
1224,92,16,94.59143262477671
1228,10,117,59.93144265757062
1232,13,117,100.93305345940415
1235,3,75,110.55758598969891
1237,51,130,86.61677181238514
1250,77,112,117.55499004203577
1251,77,66,92.38242051761243
1255,28,226,48.33992729158846
1261,69,137,112.7761180834294
1262,61,33,45.65292525683041
1266,75,226,59.476806800632474
1287,74,95,87.29431091388841
1288,62,341,103.44801403510192
1299,53,150,86.24714766758461
1320,37,68,93.10724910335942
1322,57,94,99.93635375555712
1324,86,147,88.7106597897627
1326,18,67,117.25221123331684
1333,47,138,100.7583169508851
1336,51,174,69.04695592275182
1344,96,159,98.42218525194453
1368,93,91,109.23929579574573
1378,69,149,164.38154117051008
1380,56,230,83.24702201785291
1386,84,15,114.76172155560738
1391,28,311,13.376945192497185
1399,73,172,87.9754677464119
1400,63,265,86.98811187098863
1401,59,14,85.02085458960246
1410,45,210,75.32397093115146
1430,95,323,113.1164542225909
1431,93,174,101.54942617805416
1433,32,290,99.6262619918621
1435,29,202,70.83941121881762
1437,74,286,46.30731742676228
1447,92,97,102.1313568067561
1464,30,67,128.21255418967166
1476,5,255,115.52414015353855
1481,8,175,83.6090533771556
1483,56,348,101.44480809420013
1488,53,33,75.1956256693475
1492,2,76,121.16525798219466
1498,23,23,60.15939385773938
1504,33,163,82.44389050641915
1508,17,358,122.13123742184546
1509,84,235,64.89098789364446
1511,68,224,110.75465467143151
1528,18,38,76.10246167366972
1530,64,283,109.81843537698454
1534,58,196,88.39969995278452
1539,72,123,90.51810756434304
1542,41,273,112.09857822645584
1546,18,88,109.74873462956377
1551,36,37,73.80312066355992
1554,44,258,78.73714984093786
1556,64,350,125.08169120164274
1563,46,208,94.54944941935223
1565,40,356,58.253380483196224
1577,56,27,72.93575110395545
1600,32,70,122.58049489442216
1601,51,7,87.94338112816462
1606,4,117,85.84409426716698
1609,58,114,63.30956524174394
1614,6,39,64.32035060702006
1618,49,28,86.78427611329076
1622,47,194,12.096818820897724
1643,68,152,65.45607187063602
1656,97,43,88.2485288783222
1658,38,297,78.76221669797572
1659,39,237,124.00554782031794
1663,12,102,88.5785493227485
1669,73,211,90.1233639279355
1674,52,250,88.92168816921678
1677,19,15,75.04503212301107
1678,7,91,26.80826805441112
1697,68,138,61.198950935642756
1702,39,159,97.6878336564809
1703,22,111,94.09818208696498
1707,7,153,103.26748571481876
1717,83,184,126.0379337671961
1723,17,320,148.68731495349272
1726,30,235,110.63720569958355
1734,93,143,76.23417096773093
1737,51,146,94.87582707405228
1749,46,64,104.76883500258866
1752,96,29,68.9667750583751
1768,90,161,80.81326430637218
1772,54,194,109.86342624350364
1778,58,20,94.97270523230698
1798,35,169,143.79501282217186
1816,37,146,87.15076780699765
1825,47,75,108.05266035471949
1828,41,116,101.53845682144689
1832,1,188,97.77000404545869
1837,57,108,98.30746441696013
1846,69,59,101.57327278684367
1851,85,190,51.20594900564059
1857,9,269,91.6814339516843
1865,59,168,111.25159691798193
1868,78,318,100.38739003804235
1872,55,125,75.78142358658745
1874,87,139,66.58369141318994
1894,90,131,100.53717832784112
1899,46,135,122.69066865416971
1912,30,100,81.56446356579423
1917,16,269,128.91749115900822
1919,39,85,89.19159826360519
1923,82,246,112.22623203150388
1924,62,204,64.93780699258157
1930,69,237,2.840705747382133
1937,49,65,63.187768755878444
1946,20,210,92.83139912376606
1949,40,250,77.55991434049054
1953,12,4,66.83033944459541
1955,45,165,130.6130555631425
1991,52,266,59.60805607531951
1993,83,117,115.13800642940399
1998,10,192,102.9523423745969
2000,68,220,92.53276296008508
2002,64,19,80.41117382645294
2009,51,117,103.20164988101004
2017,64,330,91.35797267529803
2033,21,137,62.17084350682326
2035,82,87,72.28599599645209
2037,81,104,90.87723894353788
2044,68,263,119.72412156243767
2050,56,181,68.24827510130913
2051,59,179,54.66868667812484
2052,50,112,133.13224605334545
2053,25,113,122.07633502694121
2059,87,85,156.68524063361366
2062,2,175,65.52908056540376
2070,72,175,114.86884649425875
2071,77,170,65.55699989394965
2072,17,249,122.40314785345316
2075,32,312,115.19095666796134
2079,28,105,107.69516235752648
2080,93,34,118.36988554997062
2085,66,192,97.77303034484017
2087,63,39,104.90141898632803
2089,24,87,111.9637796747296
2090,51,193,137.49074127186532
2097,88,274,130.81279814945657
2098,75,57,0.10905170694726368
2124,20,204,112.63079585946849
2127,10,41,89.54778792082766
2130,87,176,81.22625656848163
2131,3,25,17.982140033715112
2142,84,127,161.15320655136304
2148,53,23,60.106794528228185
2149,39,173,50.78204131993736
2151,39,164,91.54062109760672
2156,25,106,104.56067268877548
2170,32,136,77.640829670873
2171,10,171,6.916452550163199
2183,74,272,107.20537660843507
2192,46,73,96.35684958232432
2195,65,184,97.27518420296066
2200,30,27,124.51552800780357
2210,10,147,67.88915132888881
2221,50,287,60.8076094922543
2222,63,132,89.82718627270454
2228,5,268,88.87550554589065
2230,47,212,60.33168587034114
2234,79,249,62.82108658215825
2250,17,44,54.44230828695928
2251,69,119,69.41326901844019
2255,17,23,84.23485494748527
2274,13,252,100.44579568523038
2278,28,145,69.28930989971295
2279,84,189,63.51950246899571
2280,24,221,54.60818795572189
2291,25,205,92.49180797043387
2298,46,100,114.6422714665019
2304,55,62,103.95832257688785
2312,36,209,121.36473539002026
2314,19,35,107.41325908347879
2316,7,106,74.0565064284538
2319,73,210,88.92528817566027
2321,7,126,68.03786112240019
2324,71,122,42.288650432071655
2325,22,242,112.6520357583836
2340,15,233,16.017628298275632
2350,91,97,96.07143609094295
2351,5,68,86.57926453484988
2364,70,50,67.23799986910478
2367,95,175,101.80514931367576
2370,81,197,56.21573483972857
2378,76,82,92.62208265715302
2381,62,325,54.70675052257035
2383,53,110,65.56528051208014
2385,5,38,110.82128780783583
2390,26,142,65.58668939911148
2398,82,108,82.12928651524129
2412,46,69,75.43299583022669
2424,33,38,88.71351897908089
2425,54,192,73.64285853718378
2433,54,167,92.73515144409349
2439,49,163,78.1129472725809
2443,93,270,34.85720989220329
2446,20,136,64.96402276433727
2452,58,21,85.36680040736478
2460,52,78,95.80805158056563
2476,33,57,111.61221161809367
2482,60,26,115.57343532954609
2492,41,229,99.8332425298539
2497,18,91,59.063408234726865
2505,85,24,22.084048976917018
2511,37,172,80.16214903396676
2525,10,135,109.878565853245
2532,73,27,78.68352047977201
2535,62,205,58.65041078354945
2540,95,108,120.69714884699258
2545,4,122,53.40408218749731
2548,66,57,60.50179291194274
2572,40,306,66.15685500139115
2596,7,239,93.53341361249728
2608,79,115,99.9260870562802
2612,62,3,101.75655985536194
2616,76,158,40.85719725168979
2617,77,51,121.30047927183986
2620,91,24,102.04009396026932
2631,4,190,91.20323426683845
2639,62,60,71.77720616775504
2641,83,253,86.82185672313166
2644,2,133,85.9992209066419
2645,54,37,49.04361167730411
2653,70,291,49.52790133005776
2656,92,148,59.357706104035024
2667,68,79,86.9068212097063
2668,96,117,97.83071949418573
2669,73,16,118.80303867645314
2672,8,106,55.26615907198947
2674,64,183,55.68359050145381
2687,63,126,94.04687468298563
2689,58,127,83.66056743764229
2691,68,54,71.79512756292962
2703,86,51,80.87884215654212
2707,6,141,83.3194893029196
2720,20,32,35.21471331678332
2721,17,159,113.69067675793846
2723,41,250,55.039752153258846
2726,71,157,108.34322885616083
2741,97,70,88.6010266401283
2742,36,192,111.52793579423665
2757,25,47,130.97157833153273
2772,81,64,140.63301922908536
2778,9,312,115.28331212003619
2785,74,150,68.4058072317716
2786,2,179,129.1447935256317
2798,41,83,89.50968447380389
2804,49,229,14.41563493011559
2816,94,166,91.62257354022023
2817,52,299,66.7600956705443
2821,61,68,81.2743347326948
2829,80,68,103.31341654478398
2830,24,98,76.25115149837065
2831,13,219,112.87947263078522
2838,96,130,117.53961336822502
2842,72,133,95.85798051778913
2845,35,2,79.69135713200276
2848,34,73,0.4853017203605381
2853,50,92,99.69114315064694
2863,97,125,85.67257098618306
2866,50,146,53.503362492457924
2869,1,162,170.35305592443328
2872,77,73,80.13315313792047
2878,41,72,81.1540003367173
2880,2,17,84.04702397318593
2885,38,97,103.29465533619712
2891,63,273,105.48682591466492
2896,53,96,128.64111356957108
2912,5,78,100.80550321333813
2917,64,75,113.16710133353439
2919,45,11,68.292310695317
2927,44,222,84.50003777432347
2943,90,320,67.60180262373953
2946,55,3,65.86814787514886
2950,10,148,68.32448328325076
2952,44,271,65.58285715704956
2953,26,3,73.04351435288531
2957,87,74,107.22480540736032
2965,57,187,111.66960213927541
2966,7,16,99.59929732817886
2968,24,193,64.93507986072866
2985,42,93,127.81082394147694
2989,58,108,89.02458015349772
2992,24,209,77.30348505193157
3005,10,93,89.60815471168485
3009,74,55,110.23147226377802
3025,32,283,50.807210800344535
3030,54,156,87.82744882560759
3034,62,82,65.46743481683649
3036,81,173,118.51763797412023
3052,83,149,109.93497441607721
3053,21,202,111.02408811792967
3055,16,21,80.66246244873858
3059,75,218,173.87078460580477
3060,34,88,74.0184154638624
3061,50,165,89.8222575158314
3063,50,151,118.92349418736079
3064,23,35,116.10006425597318
3067,34,48,55.888877679238675
3069,9,191,89.02101133182373
3071,1,185,86.57002703779158
3080,48,175,101.49700313447835
3098,76,186,100.69285063734556
3105,43,171,80.92933631612357
3106,28,14,99.25917295028265
3127,40,65,26.251539760269818
3130,42,9,117.09637494513765
3136,35,81,69.92020818494596
3144,25,87,123.28257381523989
3147,34,70,69.45531510250117
3148,88,69,80.1254767067791
3152,43,247,106.10863695614854
3153,72,164,65.96885802942145
3155,32,313,72.45974132629001
3165,20,126,73.30531824428799
3171,92,154,92.91984109961895
3180,43,42,113.7307139414715
3182,78,162,79.12349865177482
3185,15,139,109.18260760193027
3188,85,116,101.2148523988544
3203,86,120,100.07000479114461
3206,16,292,84.6392334638318
3212,5,11,111.98542626030023
3234,54,62,102.45836743784955
3245,46,138,87.65550150445402
3246,83,294,82.77086923296606
3247,47,144,95.4112931443514
3250,9,75,111.29082636303444
3307,67,179,91.73186255998172
3312,50,225,115.25216622378844
3314,83,36,78.19659604259331
3317,74,61,68.78247755185052
3322,14,270,107.53661759229477
3326,45,167,49.74953674867043
3327,51,228,83.0296804137353
3328,33,56,102.38873800491623
3332,53,54,63.75531590329972
3340,79,267,51.865013946789034
3341,20,250,74.48061280361068
3346,20,232,57.52553815423406
3352,11,147,90.22053762125076
3369,72,102,74.93876692327458
3372,44,159,113.95411565798756
3381,61,83,120.66779042749717
3395,76,248,100.1898964698732
3396,20,3,73.58975271659719
3405,19,165,73.91905396096436
3428,44,176,92.94059316827723
3434,97,220,100.63382148389435
3437,54,161,88.11101467874332
3449,44,193,107.99075835085597
3466,72,33,127.12929014588416
3477,34,76,72.62587235883093
3479,74,187,82.76573286986758
3482,25,98,65.77612724897483
3487,21,216,85.48238647932482
3490,71,79,176.40581318947434
3507,15,30,96.15548832186681
3508,52,185,116.88798417327929
3520,50,215,91.15250500000037
3525,73,61,75.61503923313714
3529,79,2,106.47256850913939
3544,80,128,117.12524572883952
3546,89,270,129.51111209918668
3548,51,231,37.80250709810948
3556,86,38,101.08322697550305
3559,50,247,96.3464715920391
3562,31,10,146.891728087283
3564,66,68,83.06656362926785
3573,26,37,118.78050479930296
3592,76,20,54.563067538928
3594,97,216,57.28028721844664
3601,71,149,86.17249680000904
3604,82,110,56.3374742391703
3609,89,24,106.42704401060239
3612,53,215,126.15268388577223
3615,60,108,54.208896080852774
3618,70,92,67.98414085281797
3622,53,139,72.06636666817535
3636,1,131,80.82554176305912
3637,63,260,80.92192036004921
3638,10,175,91.30610334017678
3641,56,119,57.90342925243995
3648,68,195,95.64974574660458
3651,85,148,51.019721267593084
3652,19,3,79.62971223336555
3653,34,20,119.42680078841812
3657,44,56,66.78921747778561
3662,74,130,64.44321066169695
3669,31,175,68.60351201510817
3670,95,36,89.32613828551925
3674,97,128,65.64553893955124
3691,41,225,72.78748685205237
3692,47,179,107.7066527509615
3703,20,120,98.89132869367201
3707,1,284,107.95190640959233
3720,96,203,101.85202775398727
3725,78,163,112.68193723965663
3731,56,316,33.03425161405414
3739,60,176,92.3243471677095
3740,43,24,-145.57029082931112
3741,32,48,100.2464612166967
3749,63,138,25.635672989087873
3751,22,70,83.77395897684997
3755,14,283,87.58352920509611
3759,43,153,71.2184279860144
3764,48,40,113.55861809162954
3773,77,62,123.80790796374036
3775,97,87,99.71792832159987
3783,85,257,92.42850552494205
3786,42,8,67.98634273131223
3791,41,199,74.37348589595332
3799,28,186,72.30393305545657
3800,91,2,52.21608934058485
3812,18,180,75.52458443902408
3822,11,245,107.43253707293181
3831,29,228,81.44493758099685
3837,90,75,58.245826338116025
3847,24,6,58.96616008856078
3848,83,220,92.45136153514242
3853,70,4,63.789692309596255
3859,61,62,100.91471573115756
3860,54,44,131.81944029500477
3884,3,120,57.05850460669884
3890,16,104,92.35839947040917
3896,51,150,58.036776862806576
3929,51,6,104.54409810513695
3931,48,136,97.42579957369982
3949,97,12,97.15918375725025
3953,13,168,100.58813089943546
3956,82,244,66.46165629022941
3958,89,191,88.64287288567184
3969,16,151,103.6023040926882
3974,65,49,100.23188382945666
3976,31,4,95.55785847297741
3987,25,226,46.56030326093113
3993,46,103,64.95138069384029
3996,72,143,87.37187649057336
3998,65,69,81.81801945589856
4034,84,262,79.08587162846489
4035,84,234,124.30252554040712
4040,57,2,123.72764752193078
4047,5,36,91.33482293556462
4062,93,141,57.90532042317018
4066,40,10,115.86672892898369
4067,52,308,114.33992332027489
4072,70,11,95.01662807388337
4080,61,52,108.54926868211741
4089,54,29,118.68360431836912
4099,11,43,57.00238992255109
4106,38,132,100.83804952101842
4112,93,129,71.7285113350232
4115,77,22,64.92375142598318
4120,9,184,143.6066033371432
4135,38,112,96.51144968283074
4150,58,156,126.83325740409737
4162,50,140,101.28606534693208
4169,7,162,120.11539507602825
4170,9,234,97.59713456776343
4172,70,115,96.51914563331324
4180,6,253,120.34052811311602
4196,59,190,79.76477930049506
4198,71,115,84.2136069357189
4203,16,101,116.4413556292347
4211,32,322,63.35210701606191
4219,11,24,69.15001171083809
4220,78,50,70.57528342988452
4222,29,296,82.38836428748704
4226,93,26,71.83688394737216
4231,30,56,65.56321491072147
4242,43,25,95.136374850313
4243,43,144,105.55715124959531
4257,45,136,70.90646108215248
4259,50,252,94.43031416253459
4267,49,8,95.18150660109923
4270,45,111,1.1233933915697905
4274,33,96,62.91303866766902
4289,61,280,90.60372568625095
4292,1,41,84.99706595573998
4293,63,160,64.20487147169578
4297,15,244,63.75684299162476
4302,69,52,89.90246216525
4328,31,101,78.36541409165307
4331,41,52,65.19238513635425
4337,50,33,85.50987163802246
4339,9,203,84.42434264661117
4343,86,96,92.82447142015229
4344,74,122,125.87002795409177
4346,16,301,108.86012437521578
4352,82,119,83.26759567335898
4357,47,111,17.98898833394852
4358,52,107,111.80425519013838
4360,8,22,97.00902141030382
4363,92,107,86.12129361873326
4369,28,29,96.47000667688438
4376,56,260,54.83394298173032
4378,1,159,116.28543767947525
4385,23,21,81.14315011285042
4389,50,110,118.68499817839619
4392,87,140,109.46724082145847
4394,40,89,21.196257014626152
4402,40,160,99.54137335377646
4405,85,49,107.58648273367987
4406,14,250,96.70504450426573
4410,14,218,87.86089044504408
4417,44,255,120.96004074001978
4418,33,54,109.92566296409687
4420,89,157,88.84309847880286
4422,65,168,111.88417062524637
4423,6,2,84.67959402152186
4426,29,282,114.37182688483753
4432,92,21,108.98506767485311
4434,44,310,81.26742659123401
4437,89,281,76.6280906660304
4438,51,37,91.45505660290806
4439,58,15,96.32576240566259
4443,56,311,88.01586015313225
4447,6,86,75.2837086708881
4450,94,24,103.72158117926271
4451,64,188,102.89064930977874
4453,31,3,72.01488797656718
4458,87,157,123.57477765549616
4459,20,230,111.01322517247507
4464,23,154,-7.601737076188398
4473,40,234,106.74863633174692
4474,4,137,72.1942759404289
4476,11,138,91.8680259199858
4479,51,50,84.46595229235419
4481,34,193,73.56491376712121
4487,43,117,74.52478415235643
4488,86,43,78.34836766286993
4494,92,218,87.93237413819894
4500,52,212,97.59374578970414
4504,40,283,117.6580984312759
4511,20,6,88.8340873479252
4521,12,236,106.07278228772999
4522,64,155,66.7001237105165
4533,85,178,29.309751946555576
4537,80,243,58.692985155001466
4542,55,83,87.74170349307182
4544,7,103,98.64593440673039
4551,74,107,99.70237989749613
4556,53,95,102.78318066319665
4562,60,95,109.09371791932527
4568,69,127,71.87161684043095
4570,75,202,124.74754750680093
4574,83,162,101.9751630652164
4575,47,29,79.9338522199894
4577,58,93,76.07584607934396
4581,43,101,24.74944819045307
4584,35,54,101.509947052162
4588,21,234,117.66348441305148
4591,2,270,81.40621107890843
4592,64,311,71.10423282230767
4593,58,154,79.40995771696502
4595,64,318,125.62900103464528
4598,40,105,111.75322128954471
4606,66,125,131.48863473115875
4615,96,136,80.27632023059721
4617,19,98,72.27902874553519
4630,40,162,71.59091303130619
4631,17,226,62.9024116100355
4636,66,237,99.52908424021143
4637,64,338,122.69358017485703
4646,16,276,113.10475119503722
4649,16,265,121.20077050605046
4652,5,176,18.84982948787234
4654,82,225,104.22178025697342
4658,72,244,78.28033221288337
4662,14,90,97.72260006825357
4664,62,280,91.9960971846465
4677,70,213,109.31330813010415
4679,42,159,114.57373898399679
4682,97,228,57.34263367828892
4684,18,14,110.76247089313227
4685,40,140,51.486601043514334
4710,10,234,100.32910766604611
4723,91,179,14.913828527140602
4728,24,91,83.3306349420729
4740,66,195,89.09021617083658
4743,85,35,63.199911201402266
4747,9,80,79.3333992801887
4755,76,259,85.71516995759276
4773,73,44,99.937533624453
4781,65,15,72.68357857282084
4795,34,208,80.50395593045435
4807,16,190,80.35552617717117
4812,18,118,103.2765551064061
4820,89,251,82.95285602043298
4827,62,21,98.32321323697369
4828,68,243,107.95727074566639
4830,96,55,94.1358000041701
4837,81,105,70.23002216527982
4839,46,61,75.88510439764634
4843,19,142,142.05951723650642
4850,25,79,70.40069973937565
4856,7,133,68.72397680275667
4868,97,225,77.74857818232783
4878,93,2,64.20991917031311
4880,23,99,92.27090833227926
4883,28,46,63.4622259532118
4887,42,136,72.43924269865312
4908,87,123,64.00473317708682
4909,31,174,122.43839107444113
4911,81,60,80.18008312222887
4916,23,39,122.96915213142236
4927,71,202,72.56009110066739
4929,22,45,89.48430795895051
4930,63,78,122.52482894058696
4939,11,33,97.2342087452783
4940,27,130,99.947320002115
4944,30,89,91.89340026736862
4945,45,65,79.32172692819996
4948,83,79,96.8348619431812
4949,59,103,74.36348678366524
4950,67,176,109.96319566822699
4960,73,113,107.96159935071496
4963,63,128,74.50135580080504
4965,68,56,63.07311958877755
4966,30,114,58.716534944374125
4969,35,197,83.01226936607831
4972,23,173,72.37120430137193
4976,62,190,78.43188392856555
4977,96,228,110.12127504306716
4981,91,260,115.30193511457732
4985,61,214,125.32733669616657
4991,26,52,103.91027665667767
4992,84,108,76.24429047947736
4997,73,166,70.06630807074899
4998,35,309,100.28101696967018
5000,93,106,82.95801771836447
5003,61,296,49.50091637077573
5031,72,167,105.78001923126916
5035,79,210,69.32434064866085
5038,45,16,119.07394741525302
5046,8,82,63.448400048622595
5048,22,27,88.84580987794813
5057,26,110,87.65915646386541
5061,71,325,111.4355019135222
5062,53,36,126.98424844843179
5068,8,233,82.066079068483
5075,56,309,101.80561884341549
5079,58,8,110.85773212933896
5081,42,40,98.23950733450164
5106,48,49,118.91075604218797
5108,23,196,80.26773787925225
5110,16,173,91.74396094116459
5113,84,86,55.3322069949279
5119,47,3,48.98886623067903
5124,69,116,63.29922457559683
5128,17,47,71.61833249149733
5143,80,207,92.65070775260247
5145,67,94,119.67816331930362
5147,65,296,111.53905465975326
5154,38,241,90.98280781931084
5160,63,269,89.95634277842217
5161,52,119,124.64425054240195
5162,37,110,90.352713792419
5171,91,232,89.91043404311787
5172,75,256,60.445504083549636
5174,96,104,74.60010156788087
5177,46,24,78.94816184371636
5188,64,131,130.38987312514783
5201,31,228,72.4166285393675
5203,15,264,146.15056509207895
5204,59,61,94.52318503046064
5206,5,159,123.78758503285935
5210,88,117,80.80402161435114
5211,31,183,110.09504659107377
5217,24,76,48.63626083616547
5226,63,53,115.22145950140707
5232,51,184,121.31646187257346
5246,96,267,95.89435024521451
5248,1,54,102.97102781293243
5254,39,192,123.90212601247542
5260,16,191,119.43659802136473
5261,95,203,68.96866446137284
5263,51,214,126.96197415754845
5267,24,224,115.77331205544414
5272,93,85,123.04523234011992
5286,30,96,78.35466474965972
5292,29,73,65.28174843835292
5297,14,107,127.36941344036865
5306,70,230,92.62976725313752
5312,34,235,87.79874602317031
5321,9,42,82.66410940105091
5325,83,260,95.87694261408122
5332,6,264,103.73239186324085
5336,22,269,55.530110261117144
5340,40,387,96.25508134465376
5342,5,42,113.32392519476349
5346,81,4,108.67405300562781
5370,19,112,88.30945661104188
5372,76,47,123.11930337609246
5374,37,152,95.97642621355853
5391,65,33,77.21168378879177
5392,7,33,98.89700900481202
5393,90,209,83.9109094074897
5395,24,196,48.639291631559075
5399,76,124,98.38004570106166
5407,71,289,91.04158515465134
5413,16,193,90.59000087803635
5414,13,240,118.62494540506472
5419,96,61,55.07473072704666
5420,20,73,54.060155365708425
5431,92,118,91.4095386180971
5446,1,124,55.968432919405245
5451,41,15,65.68628197363057
5458,6,205,76.29712811041031
5461,84,238,116.21878700124755
5465,57,128,70.45650541832806
5466,68,272,112.84583901859853
5474,54,190,92.5137989613631
5481,4,216,57.1018294636019
5484,9,281,136.40021668225924
5486,80,15,80.78644282040891
5491,81,176,120.68401766204788
5501,51,158,158.9134736766615
5503,28,65,128.70513019471818
5505,68,95,80.75336866033125
5511,40,327,110.96210099114722
5513,11,75,97.18284884597868
5517,42,61,114.45512666337255
5522,73,90,158.93338086255596
5526,51,67,112.53436584551054
5529,82,247,69.96635207290169
5531,57,219,50.63111421155509
5535,21,32,125.4326782511658
5536,94,6,79.67420717522248
5542,20,254,120.35308987201081
5546,49,75,63.93132682034971
5549,13,241,83.07616126076393
5553,41,144,66.85829785689755
5554,69,90,95.97011375202318
5556,64,140,105.92198257667879
5562,82,62,96.63911965958906
5570,39,235,96.6622530580555
5574,6,193,92.35904419826605
5577,67,79,79.18378148250106
5580,53,94,91.58875809643011
